step,R0.7,R0.6
3300.0,0.74,0.71
3301.0,0.73,0.73
3302.0,0.74,0.71
3303.0,0.73,0.72
3304.0,0.74,0.72
3305.0,0.73,0.72
3306.0,0.73,0.72
3307.0,0.73,0.72
3308.0,0.74,0.72
3309.0,0.74,0.72
3310.0,0.74,0.71
3311.0,0.74,0.73
3312.0,0.74,0.72
3313.0,0.74,0.72
3314.0,0.73,0.71
3315.0,0.73,0.72
3316.0,0.74,0.71
3317.0,0.73,0.72
3318.0,0.74,0.72
3319.0,0.73,0.73
3320.0,0.73,0.71
3321.0,0.73,0.72
3322.0,0.74,0.71
3323.0,0.73,0.72
3324.0,0.73,0.71
3325.0,0.74,0.72
3326.0,0.74,0.72
3327.0,0.74,0.72
3328.0,0.73,0.71
3329.0,0.74,0.72
3330.0,0.73,0.71
3331.0,0.74,0.72
3332.0,0.74,0.72
3333.0,0.73,0.72
3334.0,0.74,0.71
3335.0,0.74,0.72
3336.0,0.73,0.72
3337.0,0.74,0.72
3338.0,0.73,0.72
3339.0,0.73,0.72
3340.0,0.73,0.71
3341.0,0.74,0.73
3342.0,0.74,0.71
3343.0,0.74,0.72
3344.0,0.74,0.71
3345.0,0.73,0.73
3346.0,0.73,0.71
3347.0,0.73,0.73
3348.0,0.73,0.72
3349.0,0.74,0.73
3350.0,0.73,0.72
3351.0,0.74,0.72
3352.0,0.73,0.71
3353.0,0.73,0.73
3354.0,0.74,0.72
3355.0,0.73,0.72
3356.0,0.73,0.72
3357.0,0.73,0.72
3358.0,0.73,0.71
3359.0,0.73,0.72
3360.0,0.73,0.71
3361.0,0.73,0.73
3362.0,0.73,0.71
3363.0,0.74,0.72
3364.0,0.74,0.72
3365.0,0.74,0.73
3366.0,0.74,0.72
3367.0,0.73,0.73
3368.0,0.74,0.72
3369.0,0.74,0.73
3370.0,0.74,0.71
3371.0,0.74,0.72
3372.0,0.74,0.71
3373.0,0.73,0.73
3374.0,0.73,0.71
3375.0,0.73,0.72
3376.0,0.73,0.71
3377.0,0.74,0.72
3378.0,0.73,0.72
3379.0,0.73,0.72
3380.0,0.74,0.71
3381.0,0.73,0.72
3382.0,0.73,0.72
3383.0,0.73,0.72
3384.0,0.73,0.72
3385.0,0.73,0.72
3386.0,0.73,0.72
3387.0,0.73,0.72
3388.0,0.73,0.71
3389.0,0.73,0.72
3390.0,0.73,0.71
3391.0,0.73,0.73
3392.0,0.74,0.71
3393.0,0.74,0.73
3394.0,0.74,0.72
3395.0,0.74,0.72
3396.0,0.74,0.72
3397.0,0.74,0.73
3398.0,0.74,0.71
3399.0,0.74,0.72
3400.0,0.73,0.71
3401.0,0.73,0.72
3402.0,0.73,0.72
3403.0,0.74,0.72
3404.0,0.74,0.71
3405.0,0.73,0.73
3406.0,0.73,0.71
3407.0,0.74,0.72
3408.0,0.74,0.71
3409.0,0.73,0.72
3410.0,0.74,0.71
3411.0,0.74,0.72
3412.0,0.74,0.71
3413.0,0.74,0.72
3414.0,0.74,0.71
3415.0,0.74,0.72
3416.0,0.74,0.72
3417.0,0.74,0.72
3418.0,0.74,0.71
3419.0,0.73,0.72
3420.0,0.74,0.71
3421.0,0.73,0.72
3422.0,0.74,0.71
3423.0,0.73,0.72
3424.0,0.74,0.71
3425.0,0.74,0.72
3426.0,0.73,0.71
3427.0,0.74,0.72
3428.0,0.73,0.72
3429.0,0.73,0.73
3430.0,0.73,0.72
3431.0,0.73,0.73
3432.0,0.73,0.72
3433.0,0.73,0.73
3434.0,0.73,0.72
3435.0,0.74,0.72
3436.0,0.74,0.72
3437.0,0.74,0.72
3438.0,0.74,0.71
3439.0,0.73,0.73
3440.0,0.74,0.72
3441.0,0.73,0.72
3442.0,0.74,0.72
3443.0,0.73,0.72
3444.0,0.74,0.71
3445.0,0.74,0.72
3446.0,0.74,0.72
3447.0,0.74,0.73
3448.0,0.74,0.71
3449.0,0.74,0.72
3450.0,0.74,0.71
3451.0,0.74,0.73
3452.0,0.74,0.72
3453.0,0.73,0.73
3454.0,0.73,0.71
3455.0,0.74,0.73
3456.0,0.73,0.72
3457.0,0.74,0.72
3458.0,0.74,0.71
3459.0,0.74,0.73
3460.0,0.74,0.72
3461.0,0.74,0.73
3462.0,0.74,0.71
3463.0,0.74,0.73
3464.0,0.74,0.71
3465.0,0.74,0.72
3466.0,0.73,0.71
3467.0,0.73,0.72
3468.0,0.74,0.72
3469.0,0.73,0.72
3470.0,0.73,0.71
3471.0,0.74,0.73
3472.0,0.73,0.71
3473.0,0.73,0.73
3474.0,0.73,0.71
3475.0,0.73,0.73
3476.0,0.73,0.72
3477.0,0.73,0.73
3478.0,0.74,0.71
3479.0,0.74,0.72
3480.0,0.74,0.71
3481.0,0.74,0.73
3482.0,0.73,0.72
3483.0,0.73,0.72
3484.0,0.73,0.72
3485.0,0.73,0.72
3486.0,0.73,0.72
3487.0,0.73,0.72
3488.0,0.74,0.72
3489.0,0.74,0.72
3490.0,0.73,0.71
3491.0,0.74,0.73
3492.0,0.73,0.71
3493.0,0.74,0.72
3494.0,0.73,0.71
3495.0,0.74,0.73
3496.0,0.74,0.71
3497.0,0.73,0.73
3498.0,0.73,0.71
3499.0,0.73,0.72
3500.0,0.74,0.71
3501.0,0.74,0.72
3502.0,0.74,0.71
3503.0,0.74,0.72
3504.0,0.73,0.72
3505.0,0.73,0.72
3506.0,0.74,0.72
3507.0,0.74,0.72
3508.0,0.73,0.71
3509.0,0.73,0.73
3510.0,0.73,0.72
3511.0,0.74,0.73
3512.0,0.74,0.72
3513.0,0.73,0.72
3514.0,0.73,0.71
3515.0,0.73,0.72
3516.0,0.74,0.72
3517.0,0.73,0.73
3518.0,0.74,0.71
3519.0,0.73,0.73
3520.0,0.73,0.72
3521.0,0.74,0.73
3522.0,0.73,0.71
3523.0,0.73,0.73
3524.0,0.73,0.71
3525.0,0.74,0.73
3526.0,0.74,0.71
3527.0,0.73,0.73
3528.0,0.73,0.71
3529.0,0.74,0.73
3530.0,0.74,0.71
3531.0,0.73,0.72
3532.0,0.73,0.72
3533.0,0.74,0.73
3534.0,0.73,0.71
3535.0,0.73,0.72
3536.0,0.73,0.71
3537.0,0.74,0.72
3538.0,0.74,0.71
3539.0,0.74,0.72
3540.0,0.74,0.71
3541.0,0.73,0.73
3542.0,0.73,0.72
3543.0,0.74,0.73
3544.0,0.73,0.71
3545.0,0.73,0.73
3546.0,0.73,0.71
3547.0,0.74,0.72
3548.0,0.74,0.72
3549.0,0.73,0.72
3550.0,0.73,0.72
3551.0,0.74,0.73
3552.0,0.73,0.71
3553.0,0.73,0.72
3554.0,0.73,0.72
3555.0,0.74,0.73
3556.0,0.73,0.71
3557.0,0.73,0.72
3558.0,0.73,0.71
3559.0,0.73,0.73
3560.0,0.73,0.72
3561.0,0.73,0.72
3562.0,0.74,0.72
3563.0,0.74,0.73
3564.0,0.74,0.71
3565.0,0.73,0.72
3566.0,0.73,0.72
3567.0,0.73,0.73
3568.0,0.73,0.71
3569.0,0.73,0.73
3570.0,0.73,0.72
3571.0,0.74,0.73
3572.0,0.74,0.72
3573.0,0.74,0.72
3574.0,0.74,0.71
3575.0,0.73,0.72
3576.0,0.74,0.72
3577.0,0.74,0.72
3578.0,0.73,0.72
3579.0,0.73,0.72
3580.0,0.73,0.71
3581.0,0.73,0.73
3582.0,0.73,0.71
3583.0,0.74,0.72
3584.0,0.73,0.72
3585.0,0.74,0.73
3586.0,0.74,0.71
3587.0,0.73,0.73
3588.0,0.74,0.71
3589.0,0.74,0.73
3590.0,0.73,0.72
3591.0,0.74,0.73
3592.0,0.74,0.71
3593.0,0.74,0.72
3594.0,0.74,0.71
3595.0,0.73,0.73
3596.0,0.73,0.71
3597.0,0.74,0.72
3598.0,0.74,0.72
3599.0,0.74,0.72
3600.0,0.73,0.72
3601.0,0.73,0.73
3602.0,0.74,0.72
3603.0,0.74,0.72
3604.0,0.73,0.72
3605.0,0.73,0.73
3606.0,0.74,0.72
3607.0,0.74,0.73
3608.0,0.74,0.71
3609.0,0.73,0.73
3610.0,0.73,0.71
3611.0,0.73,0.72
3612.0,0.73,0.72
3613.0,0.73,0.72
3614.0,0.74,0.72
3615.0,0.73,0.72
3616.0,0.74,0.72
3617.0,0.74,0.73
3618.0,0.73,0.71
3619.0,0.74,0.72
3620.0,0.74,0.72
3621.0,0.74,0.73
3622.0,0.73,0.72
3623.0,0.74,0.73
3624.0,0.73,0.72
3625.0,0.74,0.73
3626.0,0.74,0.71
3627.0,0.73,0.72
3628.0,0.74,0.71
3629.0,0.74,0.73
3630.0,0.73,0.71
3631.0,0.73,0.72
3632.0,0.73,0.71
3633.0,0.74,0.72
3634.0,0.73,0.71
3635.0,0.74,0.73
3636.0,0.74,0.71
3637.0,0.74,0.72
3638.0,0.73,0.72
3639.0,0.73,0.73
3640.0,0.73,0.72
3641.0,0.73,0.72
3642.0,0.74,0.72
3643.0,0.74,0.72
3644.0,0.73,0.72
3645.0,0.74,0.73
3646.0,0.74,0.72
3647.0,0.73,0.72
3648.0,0.73,0.71
3649.0,0.73,0.72
3650.0,0.74,0.71
3651.0,0.73,0.73
3652.0,0.73,0.72
3653.0,0.74,0.73
3654.0,0.73,0.72
3655.0,0.73,0.73
3656.0,0.73,0.72
3657.0,0.73,0.73
3658.0,0.73,0.72
3659.0,0.73,0.73
3660.0,0.73,0.72
3661.0,0.73,0.73
3662.0,0.74,0.71
3663.0,0.73,0.73
3664.0,0.73,0.71
3665.0,0.73,0.73
3666.0,0.74,0.71
3667.0,0.74,0.73
3668.0,0.73,0.72
3669.0,0.74,0.72
3670.0,0.73,0.71
3671.0,0.73,0.73
3672.0,0.73,0.72
3673.0,0.73,0.73
3674.0,0.74,0.71
3675.0,0.74,0.73
3676.0,0.74,0.72
3677.0,0.74,0.72
3678.0,0.73,0.71
3679.0,0.73,0.72
3680.0,0.73,0.72
3681.0,0.74,0.73
3682.0,0.73,0.71
3683.0,0.74,0.73
3684.0,0.74,0.71
3685.0,0.74,0.72
3686.0,0.74,0.72
3687.0,0.73,0.73
3688.0,0.73,0.72
3689.0,0.74,0.73
3690.0,0.73,0.71
3691.0,0.73,0.73
3692.0,0.74,0.72
3693.0,0.74,0.73
3694.0,0.73,0.71
3695.0,0.74,0.73
3696.0,0.73,0.71
3697.0,0.73,0.72
3698.0,0.74,0.72
3699.0,0.73,0.72
3700.0,0.73,0.72
3701.0,0.73,0.72
3702.0,0.74,0.71
3703.0,0.73,0.72
3704.0,0.74,0.72
3705.0,0.73,0.72
3706.0,0.74,0.71
3707.0,0.74,0.73
3708.0,0.73,0.71
3709.0,0.73,0.73
3710.0,0.74,0.71
3711.0,0.74,0.72
3712.0,0.74,0.72
3713.0,0.74,0.73
3714.0,0.73,0.72
3715.0,0.74,0.72
3716.0,0.74,0.72
3717.0,0.74,0.72
3718.0,0.74,0.71
3719.0,0.73,0.72
3720.0,0.74,0.72
3721.0,0.73,0.72
3722.0,0.74,0.72
3723.0,0.74,0.73
3724.0,0.74,0.72
3725.0,0.74,0.72
3726.0,0.73,0.72
3727.0,0.73,0.73
3728.0,0.74,0.72
3729.0,0.73,0.72
3730.0,0.73,0.71
3731.0,0.73,0.73
3732.0,0.74,0.71
3733.0,0.74,0.72
3734.0,0.74,0.72
3735.0,0.73,0.73
3736.0,0.74,0.72
3737.0,0.73,0.72
3738.0,0.73,0.71
3739.0,0.74,0.73
3740.0,0.74,0.71
3741.0,0.74,0.73
3742.0,0.74,0.72
3743.0,0.74,0.73
3744.0,0.74,0.72
3745.0,0.74,0.72
3746.0,0.73,0.71
3747.0,0.73,0.73
3748.0,0.74,0.72
3749.0,0.74,0.72
3750.0,0.74,0.71
3751.0,0.73,0.72
3752.0,0.74,0.72
3753.0,0.74,0.72
3754.0,0.73,0.71
3755.0,0.74,0.72
3756.0,0.74,0.72
3757.0,0.74,0.72
3758.0,0.73,0.72
3759.0,0.74,0.72
3760.0,0.74,0.71
3761.0,0.74,0.73
3762.0,0.74,0.71
3763.0,0.73,0.72
3764.0,0.74,0.71
3765.0,0.74,0.72
3766.0,0.73,0.71
3767.0,0.74,0.73
3768.0,0.74,0.71
3769.0,0.74,0.72
3770.0,0.73,0.72
3771.0,0.73,0.72
3772.0,0.74,0.71
3773.0,0.74,0.72
3774.0,0.73,0.71
3775.0,0.73,0.72
3776.0,0.73,0.72
3777.0,0.74,0.72
3778.0,0.74,0.72
3779.0,0.73,0.72
3780.0,0.74,0.72
3781.0,0.73,0.72
3782.0,0.73,0.71
3783.0,0.74,0.72
3784.0,0.74,0.71
3785.0,0.74,0.73
3786.0,0.74,0.72
3787.0,0.73,0.73
3788.0,0.74,0.71
3789.0,0.74,0.72
3790.0,0.74,0.72
3791.0,0.73,0.72
3792.0,0.74,0.72
3793.0,0.74,0.73
3794.0,0.74,0.71
3795.0,0.74,0.72
3796.0,0.73,0.72
3797.0,0.74,0.72
3798.0,0.73,0.71
3799.0,0.74,0.72
3800.0,0.73,0.71
3801.0,0.73,0.73
3802.0,0.73,0.71
3803.0,0.74,0.72
3804.0,0.74,0.72
3805.0,0.73,0.72
3806.0,0.74,0.71
3807.0,0.73,0.73
3808.0,0.73,0.71
3809.0,0.74,0.73
3810.0,0.73,0.72
3811.0,0.74,0.72
3812.0,0.73,0.72
3813.0,0.74,0.72
3814.0,0.74,0.71
3815.0,0.74,0.73
3816.0,0.74,0.72
3817.0,0.74,0.73
3818.0,0.74,0.72
3819.0,0.74,0.73
3820.0,0.73,0.71
3821.0,0.74,0.73
3822.0,0.74,0.72
3823.0,0.73,0.72
3824.0,0.73,0.72
3825.0,0.73,0.72
3826.0,0.74,0.71
3827.0,0.73,0.73
3828.0,0.73,0.72
3829.0,0.73,0.72
3830.0,0.73,0.71
3831.0,0.74,0.73
3832.0,0.74,0.72
3833.0,0.73,0.73
3834.0,0.74,0.71
3835.0,0.74,0.72
3836.0,0.74,0.72
3837.0,0.74,0.72
3838.0,0.74,0.72
3839.0,0.74,0.72
3840.0,0.73,0.71
3841.0,0.73,0.73
3842.0,0.73,0.71
3843.0,0.74,0.73
3844.0,0.74,0.72
3845.0,0.74,0.73
3846.0,0.74,0.72
3847.0,0.74,0.73
3848.0,0.74,0.71
3849.0,0.73,0.73
3850.0,0.74,0.72
3851.0,0.73,0.72
3852.0,0.73,0.71
3853.0,0.74,0.72
3854.0,0.74,0.71
3855.0,0.73,0.72
3856.0,0.74,0.71
3857.0,0.74,0.73
3858.0,0.74,0.71
3859.0,0.73,0.73
3860.0,0.74,0.72
3861.0,0.73,0.73
3862.0,0.73,0.72
3863.0,0.74,0.73
3864.0,0.74,0.72
3865.0,0.73,0.73
3866.0,0.73,0.71
3867.0,0.73,0.72
3868.0,0.74,0.72
3869.0,0.73,0.73
3870.0,0.73,0.72
3871.0,0.74,0.73
3872.0,0.74,0.72
3873.0,0.73,0.73
3874.0,0.73,0.72
3875.0,0.73,0.72
3876.0,0.74,0.72
3877.0,0.74,0.72
3878.0,0.73,0.71
3879.0,0.74,0.73
3880.0,0.74,0.72
3881.0,0.74,0.72
3882.0,0.74,0.71
3883.0,0.73,0.72
3884.0,0.73,0.71
3885.0,0.74,0.73
3886.0,0.73,0.72
3887.0,0.74,0.72
3888.0,0.73,0.71
3889.0,0.73,0.72
3890.0,0.74,0.71
3891.0,0.74,0.73
3892.0,0.74,0.72
3893.0,0.74,0.72
3894.0,0.73,0.72
3895.0,0.74,0.72
3896.0,0.73,0.72
3897.0,0.73,0.73
3898.0,0.74,0.72
3899.0,0.74,0.72
3900.0,0.73,0.72
3901.0,0.74,0.73
3902.0,0.73,0.72
3903.0,0.74,0.73
3904.0,0.73,0.71
3905.0,0.74,0.73
3906.0,0.74,0.72
3907.0,0.74,0.73
3908.0,0.74,0.71
3909.0,0.74,0.72
3910.0,0.73,0.72
3911.0,0.74,0.72
3912.0,0.73,0.72
3913.0,0.73,0.72
3914.0,0.74,0.71
3915.0,0.74,0.72
3916.0,0.74,0.71
3917.0,0.73,0.72
3918.0,0.73,0.72
3919.0,0.74,0.72
3920.0,0.73,0.71
3921.0,0.73,0.73
3922.0,0.73,0.71
3923.0,0.74,0.73
3924.0,0.74,0.71
3925.0,0.74,0.72
3926.0,0.74,0.72
3927.0,0.73,0.73
3928.0,0.74,0.72
3929.0,0.73,0.72
3930.0,0.74,0.72
3931.0,0.74,0.73
3932.0,0.73,0.72
3933.0,0.73,0.72
3934.0,0.74,0.72
3935.0,0.74,0.72
3936.0,0.74,0.71
3937.0,0.73,0.73
3938.0,0.73,0.72
3939.0,0.73,0.72
3940.0,0.73,0.71
3941.0,0.73,0.72
3942.0,0.74,0.72
3943.0,0.74,0.72
3944.0,0.74,0.72
3945.0,0.74,0.72
3946.0,0.73,0.71
3947.0,0.74,0.72
3948.0,0.73,0.71
3949.0,0.73,0.73
3950.0,0.74,0.72
3951.0,0.73,0.73
3952.0,0.74,0.71
3953.0,0.73,0.73
3954.0,0.74,0.71
3955.0,0.73,0.72
3956.0,0.73,0.72
3957.0,0.74,0.73
3958.0,0.73,0.72
3959.0,0.73,0.73
3960.0,0.74,0.71
3961.0,0.73,0.72
3962.0,0.74,0.72
3963.0,0.73,0.73
3964.0,0.73,0.72
3965.0,0.74,0.73
3966.0,0.73,0.72
3967.0,0.74,0.72
3968.0,0.73,0.72
3969.0,0.73,0.72
3970.0,0.73,0.72
3971.0,0.74,0.73
3972.0,0.73,0.71
3973.0,0.74,0.73
3974.0,0.74,0.71
3975.0,0.74,0.73
3976.0,0.74,0.72
3977.0,0.74,0.73
3978.0,0.73,0.71
3979.0,0.74,0.73
3980.0,0.74,0.71
3981.0,0.74,0.72
3982.0,0.74,0.72
3983.0,0.74,0.73
3984.0,0.73,0.72
3985.0,0.73,0.73
3986.0,0.74,0.71
3987.0,0.73,0.72
3988.0,0.74,0.71
3989.0,0.74,0.72
3990.0,0.73,0.72
3991.0,0.73,0.72
3992.0,0.73,0.72
3993.0,0.73,0.73
3994.0,0.74,0.72
3995.0,0.73,0.73
3996.0,0.73,0.71
3997.0,0.73,0.72
3998.0,0.73,0.72
3999.0,0.73,0.72
4000.0,0.74,0.72
4001.0,0.73,0.73
4002.0,0.73,0.71
4003.0,0.74,0.73
4004.0,0.73,0.71
4005.0,0.74,0.73
4006.0,0.74,0.72
4007.0,0.74,0.73
4008.0,0.74,0.71
4009.0,0.73,0.73
4010.0,0.73,0.72
4011.0,0.74,0.72
4012.0,0.74,0.71
4013.0,0.74,0.73
4014.0,0.73,0.72
4015.0,0.73,0.72
4016.0,0.73,0.71
4017.0,0.73,0.72
4018.0,0.74,0.71
4019.0,0.74,0.73
4020.0,0.73,0.71
4021.0,0.74,0.72
4022.0,0.73,0.72
4023.0,0.74,0.72
4024.0,0.74,0.71
4025.0,0.74,0.72
4026.0,0.73,0.72
4027.0,0.74,0.73
4028.0,0.73,0.71
4029.0,0.74,0.72
4030.0,0.73,0.72
4031.0,0.74,0.72
4032.0,0.73,0.72
4033.0,0.73,0.72
4034.0,0.74,0.71
4035.0,0.73,0.72
4036.0,0.74,0.71
4037.0,0.73,0.73
4038.0,0.74,0.72
4039.0,0.73,0.73
4040.0,0.74,0.72
4041.0,0.74,0.72
4042.0,0.73,0.71
4043.0,0.74,0.73
4044.0,0.73,0.71
4045.0,0.73,0.73
4046.0,0.73,0.71
4047.0,0.73,0.72
4048.0,0.74,0.71
4049.0,0.73,0.73
4050.0,0.74,0.72
4051.0,0.73,0.72
4052.0,0.74,0.72
4053.0,0.74,0.72
4054.0,0.74,0.71
4055.0,0.74,0.73
4056.0,0.74,0.72
4057.0,0.73,0.72
4058.0,0.73,0.72
4059.0,0.74,0.72
4060.0,0.74,0.72
4061.0,0.74,0.72
4062.0,0.74,0.71
4063.0,0.73,0.72
4064.0,0.73,0.72
4065.0,0.73,0.72
4066.0,0.74,0.71
4067.0,0.74,0.72
4068.0,0.73,0.72
4069.0,0.74,0.72
4070.0,0.74,0.71
4071.0,0.74,0.72
4072.0,0.74,0.71
4073.0,0.73,0.72
4074.0,0.74,0.72
4075.0,0.73,0.72
4076.0,0.73,0.71
4077.0,0.73,0.73
4078.0,0.74,0.72
4079.0,0.73,0.73
4080.0,0.73,0.72
4081.0,0.74,0.73
4082.0,0.74,0.71
4083.0,0.74,0.73
4084.0,0.73,0.72
4085.0,0.73,0.72
4086.0,0.73,0.72
4087.0,0.74,0.73
4088.0,0.74,0.72
4089.0,0.73,0.72
4090.0,0.73,0.71
4091.0,0.73,0.73
4092.0,0.73,0.72
4093.0,0.73,0.73
4094.0,0.74,0.72
4095.0,0.73,0.72
4096.0,0.73,0.71
4097.0,0.74,0.72
4098.0,0.74,0.71
4099.0,0.73,0.73
4100.0,0.74,0.71
4101.0,0.74,0.73
4102.0,0.73,0.71
4103.0,0.74,0.73
4104.0,0.74,0.71
4105.0,0.73,0.72
4106.0,0.74,0.72
4107.0,0.74,0.73
4108.0,0.74,0.71
4109.0,0.73,0.73
4110.0,0.74,0.72
4111.0,0.74,0.73
4112.0,0.73,0.72
4113.0,0.73,0.73
4114.0,0.74,0.72
4115.0,0.73,0.72
4116.0,0.73,0.71
4117.0,0.74,0.72
4118.0,0.74,0.72
4119.0,0.74,0.73
4120.0,0.73,0.71
4121.0,0.74,0.72
4122.0,0.74,0.72
4123.0,0.73,0.73
4124.0,0.73,0.72
4125.0,0.73,0.73
4126.0,0.74,0.71
4127.0,0.74,0.72
4128.0,0.74,0.71
4129.0,0.73,0.73
4130.0,0.74,0.71
4131.0,0.74,0.73
4132.0,0.74,0.71
4133.0,0.74,0.72
4134.0,0.73,0.71
4135.0,0.73,0.72
4136.0,0.73,0.72
4137.0,0.73,0.72
4138.0,0.73,0.72
4139.0,0.74,0.72
4140.0,0.74,0.72
4141.0,0.74,0.72
4142.0,0.74,0.72
4143.0,0.74,0.72
4144.0,0.74,0.71
4145.0,0.74,0.72
4146.0,0.73,0.72
4147.0,0.74,0.73
4148.0,0.73,0.71
4149.0,0.73,0.73
4150.0,0.73,0.72
4151.0,0.73,0.72
4152.0,0.73,0.71
4153.0,0.74,0.73
4154.0,0.73,0.71
4155.0,0.74,0.73
4156.0,0.74,0.72
4157.0,0.74,0.73
4158.0,0.73,0.72
4159.0,0.74,0.72
4160.0,0.74,0.72
4161.0,0.73,0.72
4162.0,0.73,0.72
4163.0,0.73,0.73
4164.0,0.73,0.71
4165.0,0.73,0.73
4166.0,0.73,0.72
4167.0,0.73,0.73
4168.0,0.73,0.71
4169.0,0.73,0.73
4170.0,0.73,0.71
4171.0,0.73,0.72
4172.0,0.74,0.71
4173.0,0.74,0.73
4174.0,0.73,0.71
4175.0,0.73,0.73
4176.0,0.73,0.72
4177.0,0.74,0.72
4178.0,0.74,0.71
4179.0,0.74,0.73
4180.0,0.73,0.71
4181.0,0.74,0.72
4182.0,0.74,0.71
4183.0,0.74,0.73
4184.0,0.74,0.72
4185.0,0.73,0.73
4186.0,0.73,0.72
4187.0,0.74,0.72
4188.0,0.74,0.71
4189.0,0.73,0.73
4190.0,0.74,0.72
4191.0,0.73,0.72
4192.0,0.73,0.71
4193.0,0.73,0.72
4194.0,0.73,0.71
4195.0,0.73,0.73
4196.0,0.73,0.72
4197.0,0.74,0.73
4198.0,0.73,0.71
4199.0,0.74,0.72
4200.0,0.74,0.71
4201.0,0.74,0.73
4202.0,0.73,0.72
4203.0,0.73,0.73
4204.0,0.74,0.71
4205.0,0.74,0.73
4206.0,0.74,0.71
4207.0,0.74,0.73
4208.0,0.73,0.71
4209.0,0.74,0.73
4210.0,0.73,0.72
4211.0,0.73,0.72
4212.0,0.73,0.71
4213.0,0.73,0.72
4214.0,0.73,0.71
4215.0,0.73,0.72
4216.0,0.73,0.71
4217.0,0.73,0.73
4218.0,0.73,0.72
4219.0,0.73,0.72
4220.0,0.74,0.72
4221.0,0.74,0.73
4222.0,0.74,0.72
4223.0,0.73,0.72
4224.0,0.73,0.71
4225.0,0.73,0.73
4226.0,0.73,0.72
4227.0,0.74,0.72
4228.0,0.73,0.72
4229.0,0.73,0.73
4230.0,0.73,0.71
4231.0,0.73,0.72
4232.0,0.73,0.72
4233.0,0.74,0.73
4234.0,0.74,0.72
4235.0,0.74,0.73
4236.0,0.73,0.72
4237.0,0.74,0.73
4238.0,0.73,0.71
4239.0,0.73,0.72
4240.0,0.73,0.71
4241.0,0.73,0.73
4242.0,0.73,0.72
4243.0,0.74,0.73
4244.0,0.73,0.72
4245.0,0.74,0.73
4246.0,0.74,0.72
4247.0,0.73,0.72
4248.0,0.74,0.71
4249.0,0.73,0.73
4250.0,0.74,0.71
4251.0,0.74,0.72
4252.0,0.73,0.71
4253.0,0.74,0.72
4254.0,0.73,0.71
4255.0,0.74,0.72
4256.0,0.73,0.71
4257.0,0.74,0.72
4258.0,0.73,0.72
4259.0,0.73,0.72
4260.0,0.73,0.71
4261.0,0.74,0.72
4262.0,0.74,0.71
4263.0,0.74,0.73
4264.0,0.73,0.72
4265.0,0.73,0.73
4266.0,0.73,0.71
4267.0,0.73,0.73
4268.0,0.74,0.71
4269.0,0.74,0.73
4270.0,0.73,0.72
4271.0,0.73,0.72
4272.0,0.73,0.72
4273.0,0.74,0.72
4274.0,0.73,0.71
4275.0,0.73,0.72
4276.0,0.73,0.72
4277.0,0.73,0.72
4278.0,0.73,0.72
4279.0,0.73,0.73
4280.0,0.73,0.72
4281.0,0.74,0.73
4282.0,0.74,0.71
4283.0,0.74,0.72
4284.0,0.73,0.71
4285.0,0.73,0.72
4286.0,0.73,0.72
4287.0,0.74,0.73
4288.0,0.74,0.71
4289.0,0.74,0.73
4290.0,0.74,0.72
4291.0,0.74,0.72
4292.0,0.73,0.72
4293.0,0.73,0.73
4294.0,0.73,0.71
4295.0,0.73,0.72
4296.0,0.74,0.71
4297.0,0.73,0.73
4298.0,0.73,0.72
4299.0,0.73,0.72
4300.0,0.73,0.71
4301.0,0.74,0.73
4302.0,0.74,0.71
4303.0,0.74,0.72
4304.0,0.73,0.71
4305.0,0.74,0.73
4306.0,0.73,0.71
4307.0,0.73,0.73
4308.0,0.73,0.71
4309.0,0.74,0.73
4310.0,0.73,0.72
4311.0,0.73,0.72
4312.0,0.74,0.72
4313.0,0.73,0.72
4314.0,0.74,0.72
4315.0,0.73,0.73
4316.0,0.73,0.71
4317.0,0.74,0.72
4318.0,0.74,0.72
4319.0,0.74,0.72
4320.0,0.73,0.72
4321.0,0.73,0.73
4322.0,0.74,0.71
4323.0,0.74,0.73
4324.0,0.73,0.72
4325.0,0.73,0.73
4326.0,0.73,0.72
4327.0,0.73,0.72
4328.0,0.74,0.72
4329.0,0.74,0.72
4330.0,0.74,0.71
4331.0,0.73,0.73
4332.0,0.74,0.72
4333.0,0.73,0.72
4334.0,0.73,0.71
4335.0,0.73,0.72
4336.0,0.74,0.72
4337.0,0.73,0.72
4338.0,0.74,0.72
4339.0,0.73,0.73
4340.0,0.73,0.71
4341.0,0.74,0.73
4342.0,0.74,0.72
4343.0,0.73,0.73
4344.0,0.74,0.71
4345.0,0.74,0.72
4346.0,0.73,0.72
4347.0,0.74,0.72
4348.0,0.73,0.72
4349.0,0.74,0.72
4350.0,0.74,0.71
4351.0,0.73,0.72
4352.0,0.73,0.71
4353.0,0.73,0.72
4354.0,0.73,0.71
4355.0,0.73,0.73
4356.0,0.74,0.71
4357.0,0.73,0.73
4358.0,0.73,0.72
4359.0,0.74,0.73
4360.0,0.74,0.72
4361.0,0.73,0.72
4362.0,0.73,0.72
4363.0,0.74,0.73
4364.0,0.73,0.72
4365.0,0.74,0.72
4366.0,0.73,0.72
4367.0,0.73,0.72
4368.0,0.74,0.72
4369.0,0.73,0.72
4370.0,0.74,0.71
4371.0,0.73,0.72
4372.0,0.74,0.71
4373.0,0.74,0.72
4374.0,0.74,0.71
4375.0,0.74,0.72
