step,R1.0,R0.9,R0.8
8447.0,0.76,0.89,0.89
8448.0,0.76,0.9,0.87
8449.0,0.76,0.89,0.88
8450.0,0.76,0.9,0.86
8451.0,0.76,0.89,0.89
8452.0,0.76,0.9,0.87
8453.0,0.76,0.89,0.88
8454.0,0.76,0.9,0.87
8455.0,0.76,0.89,0.88
8456.0,0.76,0.9,0.87
8457.0,0.76,0.89,0.89
8458.0,0.76,0.9,0.86
8459.0,0.76,0.89,0.9
8460.0,0.76,0.9,0.86
8461.0,0.76,0.89,0.89
8462.0,0.76,0.9,0.87
8463.0,0.76,0.89,0.89
8464.0,0.76,0.9,0.86
8465.0,0.76,0.89,0.89
8466.0,0.76,0.9,0.86
8467.0,0.76,0.89,0.89
8468.0,0.76,0.9,0.87
8469.0,0.76,0.89,0.89
8470.0,0.76,0.9,0.85
8471.0,0.76,0.89,0.88
8472.0,0.76,0.9,0.86
8473.0,0.76,0.89,0.89
8474.0,0.76,0.9,0.85
8475.0,0.76,0.89,0.89
8476.0,0.76,0.9,0.86
8477.0,0.76,0.89,0.89
8478.0,0.76,0.9,0.86
8479.0,0.76,0.89,0.89
8480.0,0.76,0.9,0.87
8481.0,0.76,0.89,0.89
8482.0,0.76,0.9,0.86
8483.0,0.76,0.89,0.88
8484.0,0.76,0.9,0.86
8485.0,0.76,0.89,0.89
8486.0,0.76,0.9,0.85
8487.0,0.76,0.9,0.89
8488.0,0.76,0.9,0.85
8489.0,0.76,0.9,0.9
8490.0,0.76,0.9,0.86
8491.0,0.76,0.9,0.89
8492.0,0.76,0.9,0.85
8493.0,0.76,0.9,0.9
8494.0,0.76,0.9,0.87
8495.0,0.76,0.9,0.89
8496.0,0.76,0.9,0.85
8497.0,0.76,0.9,0.9
8498.0,0.76,0.9,0.86
8499.0,0.76,0.9,0.88
8500.0,0.76,0.9,0.86
8501.0,0.76,0.9,0.88
8502.0,0.76,0.9,0.87
8503.0,0.76,0.9,0.9
8504.0,0.76,0.9,0.86
8505.0,0.76,0.9,0.88
8506.0,0.76,0.9,0.87
8507.0,0.76,0.9,0.9
8508.0,0.76,0.9,0.87
8509.0,0.76,0.9,0.89
8510.0,0.76,0.9,0.86
8511.0,0.76,0.9,0.88
8512.0,0.76,0.9,0.86
8513.0,0.76,0.9,0.9
8514.0,0.76,0.9,0.86
8515.0,0.76,0.9,0.89
8516.0,0.76,0.9,0.86
8517.0,0.76,0.9,0.89
8518.0,0.76,0.9,0.85
8519.0,0.76,0.9,0.89
8520.0,0.76,0.9,0.86
8521.0,0.76,0.9,0.9
8522.0,0.76,0.9,0.86
8523.0,0.76,0.9,0.89
8524.0,0.76,0.9,0.87
8525.0,0.76,0.9,0.88
8526.0,0.76,0.9,0.87
8527.0,0.76,0.9,0.89
8528.0,0.76,0.9,0.85
8529.0,0.76,0.9,0.89
8530.0,0.76,0.9,0.86
8531.0,0.76,0.9,0.9
8532.0,0.76,0.9,0.86
8533.0,0.76,0.9,0.89
8534.0,0.76,0.9,0.85
8535.0,0.76,0.9,0.89
8536.0,0.76,0.9,0.86
8537.0,0.76,0.9,0.89
8538.0,0.76,0.9,0.86
8539.0,0.76,0.9,0.88
8540.0,0.76,0.9,0.85
8541.0,0.76,0.9,0.9
8542.0,0.76,0.9,0.86
8543.0,0.76,0.9,0.89
8544.0,0.76,0.9,0.86
8545.0,0.76,0.9,0.9
8546.0,0.76,0.9,0.87
8547.0,0.76,0.9,0.88
8548.0,0.76,0.9,0.86
8549.0,0.76,0.9,0.89
8550.0,0.76,0.9,0.87
8551.0,0.76,0.9,0.88
8552.0,0.77,0.9,0.87
8553.0,0.77,0.9,0.9
8554.0,0.77,0.9,0.86
8555.0,0.77,0.9,0.9
8556.0,0.77,0.9,0.85
8557.0,0.77,0.9,0.9
8558.0,0.77,0.9,0.86
8559.0,0.77,0.9,0.89
8560.0,0.77,0.9,0.85
8561.0,0.77,0.9,0.9
8562.0,0.77,0.9,0.86
8563.0,0.77,0.9,0.89
8564.0,0.77,0.9,0.85
8565.0,0.77,0.9,0.89
8566.0,0.77,0.9,0.85
8567.0,0.77,0.9,0.88
8568.0,0.77,0.9,0.85
8569.0,0.77,0.9,0.9
8570.0,0.77,0.9,0.86
8571.0,0.77,0.9,0.89
8572.0,0.77,0.9,0.87
8573.0,0.77,0.9,0.89
8574.0,0.77,0.9,0.86
8575.0,0.77,0.9,0.89
8576.0,0.77,0.9,0.86
8577.0,0.77,0.9,0.9
8578.0,0.77,0.9,0.86
8579.0,0.77,0.9,0.89
8580.0,0.77,0.9,0.87
8581.0,0.77,0.9,0.88
8582.0,0.77,0.9,0.86
8583.0,0.77,0.9,0.88
8584.0,0.77,0.9,0.87
8585.0,0.77,0.9,0.89
8586.0,0.77,0.9,0.86
8587.0,0.77,0.9,0.88
8588.0,0.77,0.9,0.86
8589.0,0.77,0.9,0.9
8590.0,0.77,0.9,0.86
8591.0,0.77,0.9,0.89
8592.0,0.77,0.9,0.86
8593.0,0.77,0.9,0.89
8594.0,0.77,0.9,0.87
8595.0,0.77,0.9,0.88
8596.0,0.77,0.9,0.86
8597.0,0.77,0.9,0.89
8598.0,0.76,0.9,0.85
8599.0,0.77,0.9,0.89
8600.0,0.77,0.9,0.86
8601.0,0.77,0.9,0.89
8602.0,0.77,0.9,0.85
8603.0,0.77,0.9,0.9
8604.0,0.77,0.9,0.86
8605.0,0.77,0.9,0.89
8606.0,0.77,0.9,0.86
8607.0,0.77,0.9,0.89
8608.0,0.77,0.9,0.87
8609.0,0.77,0.9,0.89
8610.0,0.77,0.9,0.86
8611.0,0.77,0.9,0.89
8612.0,0.77,0.9,0.87
8613.0,0.77,0.9,0.88
8614.0,0.77,0.9,0.87
8615.0,0.77,0.9,0.88
8616.0,0.77,0.9,0.86
8617.0,0.77,0.9,0.88
8618.0,0.77,0.9,0.87
8619.0,0.77,0.9,0.89
8620.0,0.77,0.9,0.85
8621.0,0.77,0.9,0.88
8622.0,0.77,0.9,0.86
8623.0,0.77,0.9,0.9
8624.0,0.77,0.9,0.87
8625.0,0.77,0.9,0.89
8626.0,0.77,0.9,0.86
8627.0,0.77,0.9,0.89
8628.0,0.77,0.9,0.86
8629.0,0.77,0.9,0.9
8630.0,0.77,0.9,0.86
8631.0,0.77,0.9,0.89
8632.0,0.77,0.9,0.87
8633.0,0.77,0.9,0.9
8634.0,0.77,0.9,0.87
8635.0,0.77,0.9,0.89
8636.0,0.77,0.9,0.86
8637.0,0.77,0.9,0.88
8638.0,0.77,0.9,0.85
8639.0,0.77,0.9,0.89
8640.0,0.77,0.9,0.85
8641.0,0.77,0.9,0.88
8642.0,0.76,0.9,0.86
8643.0,0.76,0.9,0.89
8644.0,0.76,0.9,0.86
8645.0,0.76,0.9,0.89
8646.0,0.76,0.9,0.85
8647.0,0.76,0.9,0.9
8648.0,0.76,0.9,0.86
8649.0,0.76,0.9,0.88
8650.0,0.76,0.9,0.87
8651.0,0.76,0.9,0.89
8652.0,0.76,0.9,0.86
8653.0,0.76,0.9,0.89
8654.0,0.76,0.9,0.86
8655.0,0.76,0.9,0.89
8656.0,0.76,0.9,0.86
8657.0,0.76,0.9,0.89
8658.0,0.76,0.9,0.86
8659.0,0.76,0.9,0.88
8660.0,0.76,0.9,0.85
8661.0,0.76,0.9,0.9
8662.0,0.76,0.9,0.85
8663.0,0.76,0.9,0.89
8664.0,0.76,0.9,0.86
8665.0,0.76,0.9,0.9
8666.0,0.76,0.9,0.86
8667.0,0.76,0.9,0.9
8668.0,0.76,0.9,0.87
8669.0,0.76,0.9,0.89
8670.0,0.76,0.9,0.86
8671.0,0.76,0.9,0.9
8672.0,0.76,0.9,0.86
8673.0,0.76,0.9,0.88
8674.0,0.76,0.9,0.85
8675.0,0.76,0.9,0.89
8676.0,0.76,0.9,0.86
8677.0,0.76,0.9,0.89
8678.0,0.76,0.9,0.85
8679.0,0.76,0.9,0.89
8680.0,0.76,0.9,0.86
8681.0,0.76,0.9,0.89
8682.0,0.76,0.9,0.86
8683.0,0.76,0.9,0.89
8684.0,0.76,0.9,0.86
8685.0,0.76,0.9,0.89
8686.0,0.77,0.9,0.87
8687.0,0.76,0.9,0.89
8688.0,0.76,0.9,0.87
8689.0,0.76,0.9,0.89
8690.0,0.76,0.9,0.87
8691.0,0.76,0.9,0.89
8692.0,0.76,0.9,0.87
8693.0,0.76,0.9,0.89
8694.0,0.76,0.9,0.86
8695.0,0.76,0.9,0.89
8696.0,0.76,0.9,0.87
8697.0,0.76,0.9,0.88
8698.0,0.76,0.9,0.86
8699.0,0.76,0.9,0.9
8700.0,0.76,0.9,0.86
8701.0,0.76,0.9,0.9
8702.0,0.76,0.9,0.86
8703.0,0.76,0.9,0.89
8704.0,0.76,0.9,0.86
8705.0,0.76,0.9,0.9
8706.0,0.76,0.9,0.86
8707.0,0.76,0.9,0.88
8708.0,0.76,0.9,0.87
8709.0,0.76,0.9,0.89
8710.0,0.76,0.9,0.87
8711.0,0.76,0.9,0.88
8712.0,0.76,0.9,0.87
8713.0,0.77,0.9,0.88
8714.0,0.77,0.9,0.86
8715.0,0.77,0.9,0.88
8716.0,0.77,0.9,0.86
8717.0,0.77,0.9,0.88
8718.0,0.77,0.9,0.86
8719.0,0.77,0.9,0.89
8720.0,0.77,0.9,0.86
8721.0,0.77,0.9,0.89
8722.0,0.77,0.9,0.85
8723.0,0.77,0.9,0.88
8724.0,0.77,0.9,0.86
8725.0,0.77,0.9,0.89
8726.0,0.77,0.9,0.85
8727.0,0.77,0.9,0.9
8728.0,0.77,0.9,0.86
8729.0,0.77,0.9,0.9
8730.0,0.77,0.9,0.87
8731.0,0.77,0.9,0.89
8732.0,0.77,0.9,0.85
8733.0,0.77,0.9,0.89
8734.0,0.77,0.9,0.86
8735.0,0.77,0.9,0.88
8736.0,0.77,0.9,0.85
8737.0,0.77,0.9,0.9
8738.0,0.77,0.9,0.86
8739.0,0.77,0.9,0.89
8740.0,0.77,0.9,0.86
8741.0,0.76,0.9,0.89
8742.0,0.76,0.9,0.85
8743.0,0.76,0.9,0.9
8744.0,0.76,0.9,0.85
8745.0,0.76,0.9,0.89
8746.0,0.76,0.9,0.87
8747.0,0.76,0.9,0.88
8748.0,0.76,0.9,0.85
8749.0,0.76,0.9,0.89
8750.0,0.76,0.9,0.86
8751.0,0.76,0.9,0.88
8752.0,0.76,0.9,0.87
8753.0,0.76,0.9,0.88
8754.0,0.76,0.9,0.86
8755.0,0.76,0.9,0.89
8756.0,0.76,0.9,0.86
8757.0,0.76,0.9,0.9
8758.0,0.76,0.9,0.86
8759.0,0.76,0.9,0.89
8760.0,0.76,0.9,0.87
8761.0,0.76,0.9,0.88
8762.0,0.76,0.9,0.87
8763.0,0.76,0.9,0.88
8764.0,0.76,0.9,0.87
8765.0,0.76,0.9,0.88
8766.0,0.76,0.9,0.87
8767.0,0.76,0.9,0.88
8768.0,0.76,0.9,0.87
8769.0,0.76,0.9,0.89
8770.0,0.76,0.9,0.85
8771.0,0.76,0.9,0.9
8772.0,0.76,0.9,0.85
8773.0,0.76,0.9,0.9
8774.0,0.76,0.9,0.85
8775.0,0.76,0.9,0.89
8776.0,0.76,0.9,0.85
8777.0,0.76,0.9,0.89
8778.0,0.76,0.9,0.86
8779.0,0.76,0.9,0.89
8780.0,0.76,0.9,0.86
8781.0,0.76,0.9,0.89
8782.0,0.76,0.9,0.86
8783.0,0.76,0.9,0.88
8784.0,0.76,0.9,0.86
8785.0,0.76,0.9,0.89
8786.0,0.76,0.9,0.86
8787.0,0.76,0.9,0.89
8788.0,0.76,0.9,0.85
8789.0,0.76,0.9,0.89
8790.0,0.76,0.9,0.87
8791.0,0.76,0.9,0.88
8792.0,0.76,0.9,0.86
8793.0,0.76,0.9,0.89
8794.0,0.76,0.9,0.86
8795.0,0.76,0.9,0.88
8796.0,0.76,0.9,0.86
8797.0,0.76,0.9,0.89
8798.0,0.76,0.9,0.85
8799.0,0.76,0.9,0.89
8800.0,0.76,0.9,0.86
8801.0,0.76,0.9,0.89
8802.0,0.76,0.9,0.86
8803.0,0.76,0.9,0.88
8804.0,0.76,0.9,0.86
8805.0,0.76,0.9,0.88
8806.0,0.76,0.9,0.86
8807.0,0.76,0.9,0.88
8808.0,0.76,0.9,0.86
8809.0,0.76,0.9,0.89
8810.0,0.76,0.9,0.86
8811.0,0.76,0.9,0.89
8812.0,0.76,0.9,0.85
8813.0,0.76,0.9,0.88
8814.0,0.76,0.9,0.85
8815.0,0.76,0.9,0.88
8816.0,0.76,0.9,0.85
8817.0,0.76,0.9,0.88
8818.0,0.76,0.9,0.86
8819.0,0.76,0.9,0.9
8820.0,0.76,0.9,0.87
8821.0,0.76,0.9,0.89
8822.0,0.76,0.9,0.86
8823.0,0.76,0.9,0.9
8824.0,0.76,0.9,0.87
8825.0,0.76,0.9,0.9
8826.0,0.76,0.9,0.86
8827.0,0.76,0.9,0.89
8828.0,0.76,0.9,0.87
8829.0,0.76,0.9,0.88
8830.0,0.76,0.9,0.86
8831.0,0.76,0.9,0.89
8832.0,0.77,0.9,0.85
8833.0,0.77,0.9,0.9
8834.0,0.77,0.9,0.86
8835.0,0.77,0.9,0.88
8836.0,0.77,0.9,0.87
8837.0,0.77,0.9,0.88
8838.0,0.77,0.9,0.86
8839.0,0.77,0.9,0.89
8840.0,0.77,0.9,0.86
8841.0,0.77,0.9,0.89
8842.0,0.77,0.9,0.85
8843.0,0.77,0.9,0.89
8844.0,0.77,0.9,0.86
8845.0,0.77,0.9,0.88
8846.0,0.77,0.9,0.86
8847.0,0.77,0.9,0.88
8848.0,0.77,0.9,0.87
8849.0,0.77,0.9,0.9
8850.0,0.77,0.9,0.86
8851.0,0.77,0.9,0.89
8852.0,0.77,0.9,0.87
8853.0,0.77,0.9,0.88
8854.0,0.77,0.9,0.85
8855.0,0.77,0.9,0.89
8856.0,0.77,0.9,0.86
8857.0,0.77,0.9,0.9
8858.0,0.77,0.9,0.86
8859.0,0.77,0.9,0.89
8860.0,0.77,0.9,0.86
8861.0,0.77,0.9,0.89
8862.0,0.77,0.9,0.87
8863.0,0.77,0.9,0.88
8864.0,0.77,0.9,0.87
8865.0,0.77,0.9,0.88
8866.0,0.77,0.9,0.87
8867.0,0.77,0.9,0.89
8868.0,0.77,0.9,0.86
8869.0,0.77,0.9,0.88
8870.0,0.77,0.9,0.87
8871.0,0.77,0.9,0.88
8872.0,0.77,0.9,0.86
8873.0,0.77,0.9,0.88
8874.0,0.77,0.9,0.87
8875.0,0.77,0.9,0.89
8876.0,0.77,0.9,0.86
8877.0,0.77,0.9,0.89
8878.0,0.77,0.9,0.87
8879.0,0.77,0.9,0.88
8880.0,0.77,0.9,0.86
8881.0,0.77,0.9,0.89
8882.0,0.77,0.9,0.86
8883.0,0.77,0.9,0.9
8884.0,0.77,0.9,0.86
8885.0,0.77,0.9,0.89
8886.0,0.77,0.9,0.85
8887.0,0.77,0.9,0.89
8888.0,0.77,0.9,0.86
8889.0,0.77,0.9,0.89
8890.0,0.77,0.9,0.86
8891.0,0.77,0.9,0.89
8892.0,0.77,0.9,0.85
8893.0,0.77,0.9,0.89
8894.0,0.77,0.9,0.86
8895.0,0.77,0.9,0.88
8896.0,0.77,0.9,0.86
8897.0,0.77,0.9,0.9
8898.0,0.77,0.9,0.87
8899.0,0.77,0.9,0.88
8900.0,0.77,0.9,0.86
8901.0,0.77,0.9,0.88
8902.0,0.77,0.9,0.85
8903.0,0.77,0.9,0.88
8904.0,0.77,0.9,0.85
8905.0,0.77,0.9,0.9
8906.0,0.77,0.9,0.85
8907.0,0.77,0.9,0.89
8908.0,0.77,0.9,0.86
8909.0,0.77,0.9,0.89
8910.0,0.77,0.9,0.85
8911.0,0.77,0.9,0.9
8912.0,0.77,0.9,0.85
8913.0,0.77,0.9,0.89
8914.0,0.77,0.9,0.85
8915.0,0.77,0.9,0.89
8916.0,0.77,0.9,0.87
8917.0,0.77,0.9,0.88
8918.0,0.77,0.9,0.87
8919.0,0.77,0.9,0.88
8920.0,0.77,0.9,0.85
8921.0,0.77,0.9,0.89
8922.0,0.77,0.9,0.87
8923.0,0.77,0.9,0.9
8924.0,0.76,0.9,0.86
8925.0,0.77,0.9,0.89
8926.0,0.77,0.9,0.87
8927.0,0.77,0.9,0.88
8928.0,0.77,0.9,0.87
8929.0,0.77,0.9,0.88
8930.0,0.77,0.9,0.86
8931.0,0.77,0.9,0.9
8932.0,0.77,0.9,0.86
8933.0,0.77,0.9,0.89
8934.0,0.77,0.9,0.86
8935.0,0.77,0.9,0.89
8936.0,0.77,0.9,0.86
8937.0,0.77,0.9,0.89
8938.0,0.77,0.9,0.85
8939.0,0.77,0.9,0.89
8940.0,0.77,0.9,0.86
8941.0,0.77,0.9,0.89
8942.0,0.77,0.9,0.87
8943.0,0.77,0.9,0.89
8944.0,0.77,0.9,0.87
8945.0,0.77,0.9,0.89
8946.0,0.77,0.9,0.86
8947.0,0.77,0.9,0.9
8948.0,0.77,0.9,0.85
8949.0,0.77,0.9,0.9
8950.0,0.77,0.9,0.87
8951.0,0.77,0.9,0.88
8952.0,0.77,0.9,0.85
8953.0,0.77,0.9,0.89
8954.0,0.77,0.9,0.86
8955.0,0.77,0.9,0.89
8956.0,0.77,0.9,0.86
8957.0,0.77,0.9,0.89
8958.0,0.77,0.9,0.87
8959.0,0.77,0.9,0.88
8960.0,0.77,0.9,0.86
8961.0,0.77,0.9,0.89
8962.0,0.77,0.9,0.85
8963.0,0.77,0.9,0.88
8964.0,0.77,0.9,0.85
8965.0,0.77,0.9,0.9
8966.0,0.77,0.9,0.87
8967.0,0.77,0.9,0.89
8968.0,0.77,0.9,0.85
8969.0,0.77,0.9,0.89
8970.0,0.77,0.9,0.86
8971.0,0.77,0.9,0.88
8972.0,0.77,0.9,0.86
8973.0,0.77,0.9,0.89
8974.0,0.77,0.9,0.86
8975.0,0.77,0.9,0.88
8976.0,0.77,0.9,0.86
8977.0,0.77,0.9,0.88
8978.0,0.77,0.9,0.86
8979.0,0.77,0.9,0.88
8980.0,0.77,0.9,0.85
8981.0,0.77,0.9,0.9
8982.0,0.77,0.9,0.86
8983.0,0.77,0.9,0.89
8984.0,0.77,0.9,0.87
8985.0,0.77,0.9,0.88
8986.0,0.77,0.9,0.87
8987.0,0.77,0.9,0.89
8988.0,0.77,0.9,0.87
8989.0,0.77,0.9,0.88
8990.0,0.77,0.9,0.86
8991.0,0.77,0.9,0.89
8992.0,0.77,0.9,0.87
8993.0,0.77,0.9,0.89
8994.0,0.77,0.9,0.85
8995.0,0.77,0.9,0.88
8996.0,0.77,0.9,0.85
8997.0,0.77,0.9,0.89
8998.0,0.77,0.9,0.85
8999.0,0.77,0.9,0.9
9000.0,0.77,0.9,0.87
9001.0,0.77,0.9,0.88
9002.0,0.77,0.9,0.85
9003.0,0.77,0.9,0.88
9004.0,0.77,0.9,0.86
9005.0,0.77,0.9,0.89
9006.0,0.77,0.9,0.85
9007.0,0.77,0.9,0.89
9008.0,0.77,0.9,0.85
9009.0,0.77,0.9,0.9
9010.0,0.77,0.9,0.86
9011.0,0.77,0.9,0.88
9012.0,0.77,0.9,0.86
9013.0,0.77,0.9,0.9
9014.0,0.77,0.9,0.86
9015.0,0.77,0.9,0.89
9016.0,0.77,0.9,0.85
9017.0,0.77,0.9,0.9
9018.0,0.77,0.9,0.86
9019.0,0.77,0.9,0.89
9020.0,0.77,0.9,0.86
9021.0,0.77,0.9,0.89
9022.0,0.77,0.9,0.87
9023.0,0.77,0.9,0.89
9024.0,0.77,0.9,0.87
9025.0,0.77,0.9,0.88
9026.0,0.77,0.9,0.85
9027.0,0.77,0.9,0.9
9028.0,0.77,0.9,0.86
9029.0,0.77,0.9,0.89
9030.0,0.77,0.9,0.86
9031.0,0.77,0.9,0.89
9032.0,0.77,0.9,0.86
9033.0,0.77,0.9,0.89
9034.0,0.77,0.9,0.87
9035.0,0.77,0.9,0.88
9036.0,0.77,0.9,0.85
9037.0,0.77,0.9,0.89
9038.0,0.77,0.9,0.86
9039.0,0.77,0.9,0.88
9040.0,0.77,0.9,0.86
9041.0,0.77,0.9,0.89
9042.0,0.77,0.9,0.85
9043.0,0.77,0.9,0.9
9044.0,0.77,0.9,0.86
9045.0,0.77,0.9,0.88
9046.0,0.77,0.9,0.87
9047.0,0.77,0.9,0.88
9048.0,0.77,0.9,0.85
9049.0,0.77,0.9,0.89
9050.0,0.76,0.9,0.86
9051.0,0.76,0.9,0.89
9052.0,0.76,0.9,0.85
9053.0,0.76,0.9,0.9
9054.0,0.76,0.9,0.86
9055.0,0.76,0.9,0.89
9056.0,0.76,0.9,0.86
9057.0,0.76,0.9,0.89
9058.0,0.76,0.9,0.86
9059.0,0.76,0.9,0.88
9060.0,0.76,0.9,0.87
9061.0,0.76,0.9,0.88
9062.0,0.76,0.9,0.86
9063.0,0.76,0.9,0.9
9064.0,0.76,0.9,0.87
9065.0,0.76,0.9,0.88
9066.0,0.76,0.9,0.86
9067.0,0.76,0.9,0.88
9068.0,0.76,0.9,0.86
9069.0,0.76,0.9,0.88
9070.0,0.76,0.9,0.85
9071.0,0.76,0.9,0.9
9072.0,0.76,0.9,0.86
9073.0,0.76,0.9,0.89
9074.0,0.76,0.9,0.87
9075.0,0.76,0.9,0.88
9076.0,0.76,0.9,0.87
9077.0,0.76,0.9,0.88
9078.0,0.76,0.9,0.86
9079.0,0.76,0.9,0.89
9080.0,0.76,0.9,0.85
9081.0,0.76,0.9,0.89
9082.0,0.76,0.9,0.85
9083.0,0.76,0.9,0.89
9084.0,0.76,0.9,0.86
9085.0,0.76,0.9,0.9
9086.0,0.76,0.9,0.86
9087.0,0.76,0.9,0.88
9088.0,0.76,0.9,0.85
9089.0,0.76,0.9,0.89
9090.0,0.76,0.9,0.85
9091.0,0.76,0.9,0.9
9092.0,0.76,0.9,0.86
9093.0,0.76,0.9,0.89
9094.0,0.76,0.9,0.87
9095.0,0.76,0.9,0.88
9096.0,0.76,0.9,0.87
9097.0,0.76,0.9,0.88
9098.0,0.76,0.9,0.87
9099.0,0.76,0.9,0.88
9100.0,0.76,0.9,0.86
9101.0,0.76,0.9,0.9
9102.0,0.76,0.9,0.86
9103.0,0.76,0.9,0.9
9104.0,0.76,0.9,0.87
9105.0,0.76,0.9,0.89
9106.0,0.76,0.9,0.87
9107.0,0.76,0.9,0.89
9108.0,0.76,0.9,0.86
9109.0,0.76,0.9,0.9
9110.0,0.76,0.9,0.87
9111.0,0.76,0.9,0.88
9112.0,0.76,0.9,0.86
9113.0,0.76,0.9,0.89
9114.0,0.76,0.9,0.87
9115.0,0.76,0.9,0.88
9116.0,0.76,0.9,0.85
9117.0,0.76,0.9,0.88
9118.0,0.76,0.9,0.85
9119.0,0.76,0.9,0.89
9120.0,0.76,0.9,0.86
9121.0,0.76,0.9,0.89
9122.0,0.76,0.9,0.86
9123.0,0.76,0.9,0.9
9124.0,0.76,0.9,0.86
9125.0,0.76,0.9,0.88
9126.0,0.76,0.9,0.86
9127.0,0.76,0.9,0.9
9128.0,0.76,0.9,0.86
9129.0,0.76,0.9,0.89
9130.0,0.76,0.9,0.85
9131.0,0.76,0.9,0.9
9132.0,0.76,0.9,0.86
9133.0,0.76,0.9,0.9
9134.0,0.76,0.9,0.86
9135.0,0.76,0.9,0.9
9136.0,0.76,0.9,0.86
9137.0,0.76,0.9,0.89
9138.0,0.76,0.9,0.86
9139.0,0.76,0.9,0.88
9140.0,0.76,0.9,0.86
9141.0,0.76,0.9,0.89
9142.0,0.76,0.9,0.87
9143.0,0.76,0.9,0.88
9144.0,0.76,0.9,0.86
9145.0,0.76,0.9,0.88
9146.0,0.76,0.9,0.87
9147.0,0.76,0.9,0.89
9148.0,0.76,0.9,0.87
9149.0,0.76,0.9,0.89
9150.0,0.76,0.9,0.86
9151.0,0.76,0.9,0.89
9152.0,0.76,0.9,0.87
9153.0,0.76,0.9,0.89
9154.0,0.76,0.9,0.86
9155.0,0.76,0.9,0.89
9156.0,0.76,0.9,0.87
9157.0,0.76,0.9,0.88
9158.0,0.76,0.9,0.87
9159.0,0.76,0.9,0.89
9160.0,0.76,0.9,0.86
9161.0,0.76,0.9,0.89
9162.0,0.76,0.9,0.86
9163.0,0.76,0.9,0.89
9164.0,0.76,0.9,0.85
9165.0,0.76,0.9,0.88
9166.0,0.76,0.9,0.85
9167.0,0.76,0.9,0.89
9168.0,0.76,0.9,0.85
9169.0,0.76,0.9,0.89
9170.0,0.76,0.9,0.86
9171.0,0.76,0.9,0.89
9172.0,0.76,0.9,0.85
9173.0,0.76,0.9,0.88
9174.0,0.76,0.9,0.87
9175.0,0.76,0.9,0.88
9176.0,0.76,0.9,0.86
9177.0,0.76,0.9,0.88
9178.0,0.76,0.9,0.87
9179.0,0.76,0.9,0.88
9180.0,0.76,0.9,0.87
9181.0,0.76,0.9,0.88
9182.0,0.76,0.9,0.86
9183.0,0.76,0.9,0.89
9184.0,0.76,0.9,0.86
9185.0,0.76,0.9,0.89
9186.0,0.76,0.9,0.86
9187.0,0.76,0.9,0.89
9188.0,0.76,0.9,0.86
9189.0,0.76,0.9,0.9
9190.0,0.76,0.9,0.86
9191.0,0.77,0.9,0.89
9192.0,0.77,0.9,0.87
9193.0,0.77,0.9,0.89
9194.0,0.77,0.9,0.86
9195.0,0.77,0.9,0.9
9196.0,0.77,0.9,0.87
9197.0,0.77,0.9,0.89
9198.0,0.77,0.9,0.86
9199.0,0.77,0.9,0.89
9200.0,0.77,0.9,0.87
9201.0,0.77,0.9,0.88
9202.0,0.77,0.9,0.87
9203.0,0.77,0.9,0.89
9204.0,0.77,0.9,0.86
9205.0,0.77,0.9,0.89
9206.0,0.77,0.9,0.86
9207.0,0.76,0.9,0.88
9208.0,0.76,0.9,0.86
9209.0,0.76,0.9,0.88
9210.0,0.76,0.9,0.87
9211.0,0.76,0.9,0.89
9212.0,0.76,0.9,0.85
9213.0,0.76,0.9,0.9
9214.0,0.76,0.9,0.86
9215.0,0.76,0.9,0.9
9216.0,0.76,0.9,0.87
9217.0,0.76,0.9,0.89
9218.0,0.76,0.9,0.87
9219.0,0.76,0.9,0.89
9220.0,0.76,0.9,0.87
9221.0,0.76,0.9,0.88
9222.0,0.76,0.9,0.87
9223.0,0.76,0.9,0.9
9224.0,0.76,0.9,0.86
9225.0,0.76,0.9,0.9
9226.0,0.76,0.9,0.86
9227.0,0.76,0.9,0.89
9228.0,0.76,0.9,0.87
9229.0,0.76,0.9,0.89
9230.0,0.76,0.9,0.85
9231.0,0.76,0.9,0.89
9232.0,0.76,0.9,0.87
9233.0,0.76,0.9,0.89
9234.0,0.76,0.9,0.86
9235.0,0.76,0.9,0.89
9236.0,0.76,0.9,0.87
9237.0,0.76,0.9,0.88
9238.0,0.76,0.9,0.86
9239.0,0.76,0.9,0.89
9240.0,0.76,0.9,0.86
9241.0,0.76,0.9,0.89
9242.0,0.76,0.9,0.85
9243.0,0.76,0.9,0.89
9244.0,0.76,0.9,0.86
9245.0,0.76,0.9,0.89
9246.0,0.76,0.9,0.86
9247.0,0.76,0.9,0.89
9248.0,0.76,0.9,0.86
9249.0,0.76,0.9,0.88
9250.0,0.76,0.9,0.86
9251.0,0.76,0.9,0.89
9252.0,0.76,0.9,0.86
9253.0,0.76,0.9,0.89
9254.0,0.76,0.9,0.86
9255.0,0.76,0.9,0.89
9256.0,0.76,0.9,0.87
9257.0,0.76,0.9,0.88
9258.0,0.76,0.9,0.85
9259.0,0.76,0.9,0.89
9260.0,0.76,0.9,0.85
9261.0,0.76,0.9,0.89
9262.0,0.76,0.9,0.87
9263.0,0.76,0.9,0.88
9264.0,0.76,0.9,0.86
9265.0,0.76,0.9,0.89
9266.0,0.76,0.9,0.87
9267.0,0.76,0.9,0.88
9268.0,0.76,0.9,0.85
