step,R1.0,R0.9,R0.8
7625.0,0.77,0.9,0.89
7626.0,0.77,0.91,0.87
7627.0,0.77,0.89,0.89
7628.0,0.77,0.91,0.85
7629.0,0.77,0.89,0.9
7630.0,0.77,0.91,0.86
7631.0,0.77,0.89,0.89
7632.0,0.77,0.91,0.87
7633.0,0.77,0.89,0.88
7634.0,0.77,0.91,0.87
7635.0,0.77,0.89,0.88
7636.0,0.77,0.91,0.86
7637.0,0.77,0.89,0.89
7638.0,0.77,0.91,0.86
7639.0,0.77,0.89,0.89
7640.0,0.77,0.91,0.86
7641.0,0.77,0.89,0.89
7642.0,0.77,0.91,0.86
7643.0,0.77,0.89,0.89
7644.0,0.77,0.91,0.87
7645.0,0.77,0.89,0.88
7646.0,0.77,0.91,0.87
7647.0,0.77,0.89,0.89
7648.0,0.77,0.91,0.86
7649.0,0.77,0.89,0.88
7650.0,0.77,0.91,0.87
7651.0,0.77,0.89,0.89
7652.0,0.77,0.91,0.87
7653.0,0.77,0.89,0.88
7654.0,0.77,0.91,0.87
7655.0,0.77,0.89,0.89
7656.0,0.77,0.91,0.86
7657.0,0.77,0.89,0.88
7658.0,0.77,0.91,0.87
7659.0,0.77,0.89,0.88
7660.0,0.77,0.91,0.87
7661.0,0.77,0.89,0.88
7662.0,0.77,0.91,0.86
7663.0,0.77,0.89,0.9
7664.0,0.77,0.91,0.87
7665.0,0.77,0.89,0.89
7666.0,0.77,0.91,0.86
7667.0,0.77,0.89,0.88
7668.0,0.77,0.91,0.87
7669.0,0.77,0.89,0.88
7670.0,0.77,0.91,0.86
7671.0,0.77,0.89,0.9
7672.0,0.77,0.91,0.86
7673.0,0.77,0.89,0.89
7674.0,0.77,0.91,0.86
7675.0,0.77,0.89,0.89
7676.0,0.77,0.91,0.86
7677.0,0.77,0.89,0.89
7678.0,0.77,0.91,0.85
7679.0,0.77,0.89,0.89
7680.0,0.77,0.91,0.87
7681.0,0.77,0.89,0.9
7682.0,0.77,0.91,0.86
7683.0,0.77,0.89,0.9
7684.0,0.77,0.91,0.87
7685.0,0.77,0.89,0.88
7686.0,0.77,0.91,0.86
7687.0,0.77,0.89,0.89
7688.0,0.77,0.91,0.86
7689.0,0.77,0.89,0.88
7690.0,0.77,0.91,0.87
7691.0,0.77,0.89,0.88
7692.0,0.77,0.91,0.86
7693.0,0.77,0.89,0.88
7694.0,0.77,0.91,0.87
7695.0,0.77,0.89,0.88
7696.0,0.77,0.91,0.86
7697.0,0.77,0.89,0.89
7698.0,0.77,0.9,0.86
7699.0,0.77,0.9,0.88
7700.0,0.77,0.9,0.87
7701.0,0.77,0.9,0.89
7702.0,0.77,0.9,0.87
7703.0,0.77,0.9,0.88
7704.0,0.77,0.9,0.87
7705.0,0.77,0.9,0.88
7706.0,0.77,0.9,0.86
7707.0,0.77,0.9,0.89
7708.0,0.77,0.9,0.87
7709.0,0.77,0.9,0.88
7710.0,0.77,0.9,0.87
7711.0,0.77,0.9,0.88
7712.0,0.77,0.9,0.86
7713.0,0.77,0.9,0.88
7714.0,0.77,0.9,0.86
7715.0,0.76,0.9,0.89
7716.0,0.76,0.9,0.87
7717.0,0.76,0.9,0.89
7718.0,0.76,0.9,0.87
7719.0,0.76,0.9,0.88
7720.0,0.76,0.9,0.86
7721.0,0.76,0.9,0.89
7722.0,0.76,0.9,0.85
7723.0,0.76,0.9,0.88
7724.0,0.76,0.91,0.87
7725.0,0.76,0.9,0.89
7726.0,0.76,0.91,0.85
7727.0,0.76,0.9,0.89
7728.0,0.76,0.91,0.85
7729.0,0.76,0.9,0.9
7730.0,0.76,0.91,0.87
7731.0,0.76,0.9,0.88
7732.0,0.76,0.91,0.87
7733.0,0.76,0.9,0.89
7734.0,0.76,0.91,0.86
7735.0,0.76,0.9,0.88
7736.0,0.76,0.91,0.86
7737.0,0.76,0.9,0.89
7738.0,0.76,0.91,0.87
7739.0,0.76,0.9,0.88
7740.0,0.76,0.91,0.87
7741.0,0.76,0.9,0.88
7742.0,0.76,0.91,0.86
7743.0,0.76,0.9,0.88
7744.0,0.76,0.91,0.87
7745.0,0.76,0.9,0.88
7746.0,0.76,0.91,0.86
7747.0,0.76,0.9,0.88
7748.0,0.76,0.91,0.85
7749.0,0.76,0.9,0.89
7750.0,0.76,0.91,0.85
7751.0,0.76,0.9,0.9
7752.0,0.76,0.91,0.87
7753.0,0.76,0.9,0.88
7754.0,0.76,0.91,0.87
7755.0,0.76,0.9,0.89
7756.0,0.76,0.91,0.86
7757.0,0.76,0.9,0.89
7758.0,0.76,0.91,0.86
7759.0,0.76,0.9,0.88
7760.0,0.76,0.91,0.86
7761.0,0.76,0.9,0.88
7762.0,0.76,0.91,0.85
7763.0,0.76,0.9,0.9
7764.0,0.76,0.91,0.87
7765.0,0.76,0.9,0.88
7766.0,0.76,0.91,0.86
7767.0,0.76,0.9,0.89
7768.0,0.76,0.91,0.86
7769.0,0.76,0.9,0.89
7770.0,0.76,0.91,0.87
7771.0,0.76,0.9,0.89
7772.0,0.76,0.91,0.85
7773.0,0.76,0.9,0.89
7774.0,0.76,0.91,0.86
7775.0,0.76,0.9,0.88
7776.0,0.76,0.91,0.85
7777.0,0.76,0.9,0.89
7778.0,0.76,0.91,0.86
7779.0,0.76,0.9,0.9
7780.0,0.76,0.91,0.86
7781.0,0.76,0.9,0.89
7782.0,0.76,0.91,0.86
7783.0,0.76,0.9,0.89
7784.0,0.76,0.91,0.86
7785.0,0.76,0.9,0.88
7786.0,0.76,0.91,0.87
7787.0,0.76,0.9,0.88
7788.0,0.76,0.91,0.87
7789.0,0.76,0.9,0.88
7790.0,0.76,0.91,0.85
7791.0,0.76,0.9,0.9
7792.0,0.76,0.91,0.86
7793.0,0.76,0.9,0.89
7794.0,0.76,0.91,0.86
7795.0,0.76,0.9,0.89
7796.0,0.76,0.91,0.86
7797.0,0.76,0.9,0.88
7798.0,0.76,0.91,0.86
7799.0,0.76,0.9,0.89
7800.0,0.76,0.91,0.85
7801.0,0.76,0.9,0.9
7802.0,0.76,0.91,0.87
7803.0,0.76,0.9,0.89
7804.0,0.76,0.91,0.87
7805.0,0.76,0.9,0.88
7806.0,0.76,0.91,0.86
7807.0,0.76,0.9,0.88
7808.0,0.76,0.91,0.86
7809.0,0.76,0.9,0.89
7810.0,0.76,0.91,0.86
7811.0,0.76,0.9,0.89
7812.0,0.76,0.91,0.86
7813.0,0.76,0.9,0.88
7814.0,0.76,0.91,0.86
7815.0,0.76,0.9,0.89
7816.0,0.76,0.9,0.87
7817.0,0.76,0.9,0.89
7818.0,0.76,0.9,0.87
7819.0,0.76,0.9,0.89
7820.0,0.76,0.9,0.87
7821.0,0.76,0.9,0.88
7822.0,0.76,0.91,0.85
7823.0,0.76,0.9,0.9
7824.0,0.76,0.91,0.86
7825.0,0.76,0.9,0.9
7826.0,0.76,0.9,0.87
7827.0,0.76,0.9,0.88
7828.0,0.76,0.9,0.87
7829.0,0.76,0.9,0.88
7830.0,0.76,0.9,0.86
7831.0,0.76,0.9,0.89
7832.0,0.76,0.9,0.87
7833.0,0.76,0.9,0.89
7834.0,0.76,0.9,0.86
7835.0,0.76,0.9,0.89
7836.0,0.76,0.9,0.85
7837.0,0.76,0.9,0.9
7838.0,0.76,0.9,0.85
7839.0,0.76,0.9,0.9
7840.0,0.76,0.9,0.85
7841.0,0.76,0.9,0.9
7842.0,0.76,0.91,0.86
7843.0,0.76,0.9,0.88
7844.0,0.76,0.9,0.85
7845.0,0.76,0.9,0.89
7846.0,0.76,0.9,0.86
7847.0,0.76,0.9,0.88
7848.0,0.77,0.9,0.86
7849.0,0.77,0.9,0.89
7850.0,0.77,0.9,0.86
7851.0,0.77,0.9,0.89
7852.0,0.77,0.9,0.86
7853.0,0.77,0.9,0.89
7854.0,0.77,0.9,0.86
7855.0,0.77,0.9,0.9
7856.0,0.77,0.9,0.87
7857.0,0.77,0.9,0.88
7858.0,0.77,0.9,0.85
7859.0,0.77,0.9,0.9
7860.0,0.77,0.9,0.87
7861.0,0.77,0.9,0.89
7862.0,0.77,0.9,0.87
7863.0,0.77,0.9,0.88
7864.0,0.77,0.9,0.86
7865.0,0.77,0.9,0.88
7866.0,0.77,0.9,0.86
7867.0,0.77,0.9,0.88
7868.0,0.77,0.9,0.87
7869.0,0.77,0.9,0.9
7870.0,0.77,0.9,0.86
7871.0,0.77,0.9,0.88
7872.0,0.77,0.9,0.87
7873.0,0.77,0.9,0.89
7874.0,0.77,0.91,0.87
7875.0,0.77,0.89,0.9
7876.0,0.77,0.91,0.87
7877.0,0.77,0.89,0.89
7878.0,0.77,0.91,0.85
7879.0,0.77,0.89,0.9
7880.0,0.77,0.91,0.86
7881.0,0.77,0.89,0.88
7882.0,0.77,0.9,0.87
7883.0,0.77,0.9,0.88
7884.0,0.77,0.9,0.86
7885.0,0.77,0.9,0.89
7886.0,0.77,0.9,0.86
7887.0,0.77,0.9,0.89
7888.0,0.77,0.9,0.86
7889.0,0.77,0.9,0.88
7890.0,0.77,0.9,0.85
7891.0,0.77,0.9,0.89
7892.0,0.77,0.9,0.87
7893.0,0.77,0.9,0.89
7894.0,0.77,0.9,0.85
7895.0,0.77,0.9,0.9
7896.0,0.77,0.9,0.86
7897.0,0.77,0.9,0.88
7898.0,0.77,0.9,0.86
7899.0,0.77,0.9,0.89
7900.0,0.77,0.91,0.86
7901.0,0.77,0.89,0.89
7902.0,0.77,0.91,0.87
7903.0,0.77,0.9,0.88
7904.0,0.77,0.9,0.87
7905.0,0.77,0.9,0.88
7906.0,0.77,0.9,0.86
7907.0,0.77,0.9,0.89
7908.0,0.77,0.91,0.86
7909.0,0.77,0.9,0.88
7910.0,0.77,0.9,0.85
7911.0,0.77,0.9,0.89
7912.0,0.77,0.9,0.86
7913.0,0.77,0.9,0.89
7914.0,0.77,0.91,0.86
7915.0,0.77,0.89,0.89
7916.0,0.77,0.91,0.87
7917.0,0.77,0.89,0.88
7918.0,0.77,0.91,0.87
7919.0,0.77,0.89,0.89
7920.0,0.77,0.91,0.85
7921.0,0.77,0.89,0.88
7922.0,0.77,0.91,0.86
7923.0,0.77,0.89,0.9
7924.0,0.77,0.91,0.86
7925.0,0.77,0.89,0.89
7926.0,0.77,0.91,0.86
7927.0,0.77,0.89,0.88
7928.0,0.77,0.91,0.86
7929.0,0.77,0.89,0.89
7930.0,0.77,0.91,0.86
7931.0,0.77,0.89,0.88
7932.0,0.77,0.91,0.86
7933.0,0.77,0.89,0.88
7934.0,0.77,0.91,0.86
7935.0,0.77,0.89,0.9
7936.0,0.77,0.91,0.85
7937.0,0.77,0.89,0.88
7938.0,0.77,0.91,0.87
7939.0,0.77,0.89,0.89
7940.0,0.77,0.91,0.87
7941.0,0.77,0.9,0.88
7942.0,0.77,0.9,0.85
7943.0,0.77,0.9,0.9
7944.0,0.77,0.9,0.86
7945.0,0.77,0.9,0.89
7946.0,0.77,0.91,0.86
7947.0,0.77,0.89,0.89
7948.0,0.77,0.91,0.87
7949.0,0.77,0.89,0.89
7950.0,0.77,0.9,0.86
7951.0,0.77,0.89,0.89
7952.0,0.77,0.91,0.85
7953.0,0.77,0.89,0.9
7954.0,0.77,0.91,0.85
7955.0,0.77,0.89,0.89
7956.0,0.77,0.91,0.86
7957.0,0.77,0.89,0.89
7958.0,0.77,0.91,0.86
7959.0,0.77,0.89,0.88
7960.0,0.77,0.91,0.86
7961.0,0.77,0.89,0.88
7962.0,0.77,0.91,0.87
7963.0,0.77,0.89,0.88
7964.0,0.77,0.91,0.86
7965.0,0.77,0.9,0.89
7966.0,0.77,0.91,0.86
7967.0,0.77,0.89,0.89
7968.0,0.77,0.9,0.85
7969.0,0.77,0.9,0.9
7970.0,0.77,0.91,0.85
7971.0,0.77,0.89,0.9
7972.0,0.77,0.9,0.86
7973.0,0.77,0.9,0.89
7974.0,0.77,0.9,0.86
7975.0,0.77,0.9,0.89
7976.0,0.77,0.91,0.87
7977.0,0.77,0.89,0.88
7978.0,0.77,0.91,0.87
7979.0,0.77,0.9,0.89
7980.0,0.77,0.9,0.85
7981.0,0.77,0.9,0.88
7982.0,0.76,0.9,0.87
7983.0,0.77,0.9,0.89
7984.0,0.77,0.9,0.86
7985.0,0.77,0.9,0.89
7986.0,0.77,0.9,0.87
7987.0,0.77,0.9,0.88
7988.0,0.77,0.9,0.87
7989.0,0.77,0.9,0.9
7990.0,0.77,0.9,0.86
7991.0,0.77,0.9,0.9
7992.0,0.77,0.9,0.85
7993.0,0.77,0.9,0.89
7994.0,0.77,0.9,0.87
7995.0,0.77,0.9,0.88
7996.0,0.77,0.91,0.85
7997.0,0.77,0.9,0.89
7998.0,0.77,0.91,0.87
7999.0,0.77,0.9,0.89
8000.0,0.77,0.91,0.85
8001.0,0.77,0.9,0.89
8002.0,0.77,0.91,0.87
8003.0,0.77,0.9,0.89
8004.0,0.77,0.91,0.87
8005.0,0.77,0.9,0.89
8006.0,0.77,0.91,0.87
8007.0,0.77,0.9,0.89
8008.0,0.77,0.91,0.85
8009.0,0.77,0.9,0.88
8010.0,0.77,0.91,0.87
8011.0,0.77,0.9,0.88
8012.0,0.77,0.91,0.85
8013.0,0.77,0.9,0.9
8014.0,0.77,0.91,0.87
8015.0,0.77,0.9,0.88
8016.0,0.77,0.91,0.86
8017.0,0.77,0.9,0.89
8018.0,0.77,0.91,0.87
8019.0,0.77,0.9,0.89
8020.0,0.77,0.91,0.87
8021.0,0.77,0.9,0.88
8022.0,0.77,0.91,0.86
8023.0,0.77,0.9,0.89
8024.0,0.77,0.91,0.86
8025.0,0.77,0.9,0.89
8026.0,0.77,0.91,0.87
8027.0,0.77,0.9,0.88
8028.0,0.77,0.91,0.87
8029.0,0.77,0.9,0.89
8030.0,0.77,0.91,0.87
8031.0,0.77,0.9,0.88
8032.0,0.77,0.91,0.85
8033.0,0.77,0.9,0.89
8034.0,0.77,0.91,0.86
8035.0,0.77,0.9,0.89
8036.0,0.77,0.91,0.86
8037.0,0.77,0.9,0.88
8038.0,0.77,0.91,0.86
8039.0,0.77,0.9,0.9
8040.0,0.77,0.91,0.87
8041.0,0.77,0.9,0.9
8042.0,0.77,0.91,0.85
8043.0,0.77,0.9,0.88
8044.0,0.77,0.91,0.85
8045.0,0.77,0.9,0.9
8046.0,0.77,0.91,0.86
8047.0,0.76,0.9,0.88
8048.0,0.76,0.91,0.86
8049.0,0.76,0.9,0.88
8050.0,0.76,0.91,0.86
8051.0,0.76,0.9,0.89
8052.0,0.76,0.91,0.86
8053.0,0.76,0.9,0.89
8054.0,0.76,0.91,0.87
8055.0,0.76,0.9,0.88
8056.0,0.76,0.91,0.86
8057.0,0.76,0.9,0.89
8058.0,0.76,0.91,0.87
8059.0,0.76,0.9,0.89
8060.0,0.76,0.91,0.85
8061.0,0.76,0.9,0.9
8062.0,0.76,0.91,0.86
8063.0,0.76,0.9,0.89
8064.0,0.76,0.91,0.85
8065.0,0.76,0.89,0.9
8066.0,0.76,0.91,0.86
8067.0,0.76,0.89,0.9
8068.0,0.76,0.91,0.86
8069.0,0.76,0.89,0.88
8070.0,0.76,0.9,0.86
8071.0,0.76,0.89,0.88
8072.0,0.76,0.91,0.87
8073.0,0.76,0.9,0.88
8074.0,0.76,0.91,0.87
8075.0,0.76,0.89,0.88
8076.0,0.76,0.9,0.86
8077.0,0.76,0.9,0.88
8078.0,0.76,0.91,0.87
8079.0,0.76,0.9,0.89
8080.0,0.76,0.91,0.87
8081.0,0.76,0.9,0.89
8082.0,0.76,0.91,0.87
8083.0,0.76,0.9,0.89
8084.0,0.76,0.91,0.86
8085.0,0.76,0.9,0.89
8086.0,0.76,0.91,0.86
8087.0,0.76,0.9,0.89
8088.0,0.76,0.91,0.85
8089.0,0.76,0.9,0.89
8090.0,0.76,0.91,0.86
8091.0,0.76,0.9,0.89
8092.0,0.76,0.91,0.87
8093.0,0.76,0.9,0.88
8094.0,0.76,0.91,0.87
8095.0,0.76,0.9,0.88
8096.0,0.76,0.91,0.87
8097.0,0.76,0.9,0.88
8098.0,0.76,0.91,0.86
8099.0,0.76,0.9,0.88
8100.0,0.76,0.91,0.85
8101.0,0.76,0.9,0.9
8102.0,0.76,0.91,0.87
8103.0,0.76,0.9,0.88
8104.0,0.76,0.91,0.85
8105.0,0.76,0.9,0.89
8106.0,0.76,0.91,0.87
8107.0,0.76,0.9,0.89
8108.0,0.76,0.91,0.86
8109.0,0.76,0.9,0.89
8110.0,0.76,0.91,0.86
8111.0,0.76,0.9,0.89
8112.0,0.76,0.91,0.85
8113.0,0.76,0.9,0.89
8114.0,0.76,0.91,0.85
8115.0,0.76,0.9,0.89
8116.0,0.76,0.91,0.86
8117.0,0.76,0.9,0.89
8118.0,0.76,0.91,0.87
8119.0,0.76,0.9,0.89
8120.0,0.76,0.91,0.86
8121.0,0.76,0.9,0.89
8122.0,0.76,0.91,0.86
8123.0,0.76,0.9,0.89
8124.0,0.76,0.9,0.86
8125.0,0.76,0.9,0.89
8126.0,0.76,0.9,0.86
8127.0,0.76,0.9,0.89
8128.0,0.76,0.9,0.86
8129.0,0.76,0.9,0.89
8130.0,0.76,0.9,0.85
8131.0,0.76,0.9,0.89
8132.0,0.76,0.9,0.86
8133.0,0.76,0.9,0.89
8134.0,0.76,0.9,0.87
8135.0,0.76,0.9,0.88
8136.0,0.76,0.9,0.86
8137.0,0.76,0.9,0.9
8138.0,0.76,0.9,0.85
8139.0,0.76,0.9,0.89
8140.0,0.76,0.9,0.86
8141.0,0.76,0.9,0.89
8142.0,0.76,0.9,0.87
8143.0,0.76,0.9,0.89
8144.0,0.76,0.9,0.86
8145.0,0.76,0.9,0.9
8146.0,0.76,0.9,0.86
8147.0,0.76,0.9,0.89
8148.0,0.76,0.9,0.86
8149.0,0.76,0.9,0.9
8150.0,0.76,0.9,0.85
8151.0,0.76,0.9,0.88
8152.0,0.76,0.9,0.85
8153.0,0.76,0.9,0.89
8154.0,0.76,0.9,0.86
8155.0,0.76,0.9,0.89
8156.0,0.76,0.9,0.86
8157.0,0.76,0.9,0.89
8158.0,0.76,0.91,0.86
8159.0,0.76,0.89,0.89
8160.0,0.76,0.91,0.86
8161.0,0.76,0.89,0.89
8162.0,0.76,0.91,0.86
8163.0,0.76,0.89,0.89
8164.0,0.76,0.91,0.86
8165.0,0.76,0.89,0.89
8166.0,0.76,0.91,0.86
8167.0,0.76,0.9,0.89
8168.0,0.76,0.9,0.85
8169.0,0.76,0.9,0.89
8170.0,0.76,0.9,0.86
8171.0,0.76,0.9,0.89
8172.0,0.76,0.9,0.86
8173.0,0.76,0.9,0.89
8174.0,0.76,0.9,0.86
8175.0,0.76,0.9,0.89
8176.0,0.76,0.9,0.87
8177.0,0.76,0.9,0.88
8178.0,0.76,0.9,0.86
8179.0,0.76,0.9,0.89
8180.0,0.76,0.9,0.85
8181.0,0.76,0.9,0.88
8182.0,0.76,0.9,0.86
8183.0,0.76,0.9,0.9
8184.0,0.76,0.9,0.87
8185.0,0.76,0.9,0.88
8186.0,0.76,0.9,0.87
8187.0,0.76,0.9,0.88
8188.0,0.76,0.9,0.86
8189.0,0.76,0.9,0.9
8190.0,0.76,0.9,0.86
8191.0,0.76,0.9,0.89
8192.0,0.77,0.9,0.87
8193.0,0.77,0.9,0.9
8194.0,0.77,0.9,0.87
8195.0,0.77,0.9,0.88
8196.0,0.77,0.9,0.85
8197.0,0.77,0.9,0.88
8198.0,0.77,0.9,0.86
8199.0,0.77,0.9,0.88
8200.0,0.77,0.9,0.86
8201.0,0.77,0.9,0.9
8202.0,0.77,0.9,0.85
8203.0,0.77,0.9,0.89
8204.0,0.77,0.9,0.86
8205.0,0.77,0.9,0.89
8206.0,0.77,0.9,0.87
8207.0,0.77,0.9,0.89
8208.0,0.77,0.9,0.86
8209.0,0.77,0.9,0.88
8210.0,0.77,0.9,0.85
8211.0,0.77,0.9,0.9
8212.0,0.77,0.9,0.86
8213.0,0.77,0.9,0.9
8214.0,0.77,0.9,0.87
8215.0,0.77,0.9,0.88
8216.0,0.77,0.9,0.86
8217.0,0.77,0.9,0.9
8218.0,0.77,0.9,0.86
8219.0,0.77,0.9,0.88
8220.0,0.77,0.9,0.86
8221.0,0.77,0.9,0.89
8222.0,0.77,0.9,0.85
8223.0,0.77,0.9,0.89
8224.0,0.77,0.9,0.86
8225.0,0.77,0.9,0.88
8226.0,0.77,0.9,0.86
8227.0,0.77,0.9,0.89
8228.0,0.77,0.9,0.87
8229.0,0.77,0.9,0.89
8230.0,0.77,0.9,0.86
8231.0,0.77,0.9,0.89
8232.0,0.77,0.9,0.86
8233.0,0.77,0.9,0.89
8234.0,0.77,0.9,0.86
8235.0,0.77,0.9,0.88
8236.0,0.77,0.9,0.86
8237.0,0.77,0.9,0.89
8238.0,0.77,0.9,0.87
8239.0,0.77,0.9,0.88
8240.0,0.77,0.9,0.87
8241.0,0.77,0.9,0.88
8242.0,0.77,0.9,0.85
8243.0,0.77,0.9,0.88
8244.0,0.77,0.9,0.86
8245.0,0.77,0.9,0.89
8246.0,0.77,0.9,0.87
8247.0,0.77,0.9,0.88
8248.0,0.77,0.9,0.86
8249.0,0.77,0.9,0.88
8250.0,0.77,0.9,0.86
8251.0,0.77,0.9,0.89
8252.0,0.77,0.9,0.86
8253.0,0.77,0.9,0.88
8254.0,0.77,0.9,0.87
8255.0,0.77,0.9,0.88
8256.0,0.77,0.9,0.86
8257.0,0.77,0.9,0.88
8258.0,0.77,0.9,0.87
8259.0,0.77,0.9,0.89
8260.0,0.77,0.91,0.86
8261.0,0.77,0.89,0.88
8262.0,0.77,0.91,0.85
8263.0,0.77,0.89,0.9
8264.0,0.77,0.91,0.86
8265.0,0.77,0.89,0.89
8266.0,0.77,0.91,0.86
8267.0,0.77,0.89,0.89
8268.0,0.77,0.91,0.85
8269.0,0.77,0.89,0.9
8270.0,0.77,0.91,0.85
8271.0,0.77,0.89,0.9
8272.0,0.77,0.91,0.86
8273.0,0.77,0.89,0.89
8274.0,0.76,0.91,0.86
8275.0,0.77,0.89,0.89
8276.0,0.77,0.91,0.86
8277.0,0.77,0.89,0.9
8278.0,0.77,0.91,0.87
8279.0,0.77,0.89,0.89
8280.0,0.77,0.91,0.86
8281.0,0.77,0.89,0.89
8282.0,0.77,0.91,0.86
8283.0,0.77,0.89,0.89
8284.0,0.77,0.91,0.87
8285.0,0.77,0.89,0.89
8286.0,0.77,0.91,0.87
8287.0,0.77,0.89,0.89
8288.0,0.77,0.9,0.86
8289.0,0.77,0.9,0.9
8290.0,0.77,0.9,0.86
8291.0,0.77,0.9,0.89
8292.0,0.77,0.9,0.86
8293.0,0.77,0.9,0.9
8294.0,0.77,0.9,0.87
8295.0,0.77,0.9,0.89
8296.0,0.77,0.9,0.86
8297.0,0.77,0.9,0.89
8298.0,0.77,0.9,0.86
8299.0,0.77,0.9,0.89
8300.0,0.77,0.9,0.86
8301.0,0.77,0.9,0.89
8302.0,0.77,0.9,0.85
8303.0,0.77,0.9,0.9
8304.0,0.77,0.9,0.86
8305.0,0.77,0.9,0.9
8306.0,0.77,0.9,0.86
8307.0,0.77,0.9,0.9
8308.0,0.77,0.9,0.87
8309.0,0.77,0.9,0.89
8310.0,0.77,0.9,0.85
8311.0,0.77,0.9,0.89
8312.0,0.77,0.9,0.85
8313.0,0.77,0.9,0.89
8314.0,0.77,0.9,0.86
8315.0,0.77,0.9,0.89
8316.0,0.77,0.9,0.86
8317.0,0.77,0.9,0.89
8318.0,0.77,0.9,0.86
8319.0,0.77,0.9,0.9
8320.0,0.77,0.9,0.86
8321.0,0.77,0.9,0.9
8322.0,0.77,0.9,0.86
8323.0,0.77,0.9,0.88
8324.0,0.77,0.9,0.87
8325.0,0.77,0.9,0.88
8326.0,0.77,0.9,0.86
8327.0,0.77,0.9,0.88
8328.0,0.77,0.9,0.86
8329.0,0.77,0.9,0.89
8330.0,0.77,0.9,0.85
8331.0,0.77,0.9,0.9
8332.0,0.77,0.9,0.85
8333.0,0.77,0.9,0.9
8334.0,0.77,0.9,0.87
8335.0,0.77,0.9,0.88
8336.0,0.77,0.9,0.86
8337.0,0.77,0.9,0.88
8338.0,0.77,0.9,0.87
8339.0,0.77,0.9,0.89
8340.0,0.77,0.9,0.87
8341.0,0.77,0.9,0.88
8342.0,0.77,0.9,0.86
8343.0,0.77,0.9,0.9
8344.0,0.77,0.9,0.87
8345.0,0.77,0.9,0.88
8346.0,0.77,0.9,0.86
8347.0,0.77,0.9,0.9
8348.0,0.77,0.9,0.87
8349.0,0.77,0.9,0.88
8350.0,0.77,0.9,0.87
8351.0,0.77,0.9,0.88
8352.0,0.77,0.9,0.87
8353.0,0.77,0.9,0.88
8354.0,0.77,0.9,0.86
8355.0,0.77,0.9,0.89
8356.0,0.77,0.9,0.86
8357.0,0.77,0.9,0.89
8358.0,0.77,0.9,0.86
8359.0,0.77,0.9,0.9
8360.0,0.77,0.9,0.85
8361.0,0.77,0.9,0.89
8362.0,0.77,0.9,0.87
8363.0,0.77,0.9,0.88
8364.0,0.77,0.9,0.87
8365.0,0.77,0.9,0.88
8366.0,0.77,0.9,0.87
8367.0,0.77,0.9,0.88
8368.0,0.77,0.9,0.87
8369.0,0.77,0.9,0.88
8370.0,0.77,0.9,0.85
8371.0,0.77,0.9,0.89
8372.0,0.77,0.9,0.86
8373.0,0.77,0.9,0.88
8374.0,0.77,0.9,0.87
8375.0,0.77,0.9,0.89
8376.0,0.77,0.9,0.86
8377.0,0.77,0.89,0.89
8378.0,0.77,0.9,0.86
8379.0,0.77,0.89,0.89
8380.0,0.77,0.9,0.86
8381.0,0.77,0.89,0.89
8382.0,0.77,0.9,0.86
8383.0,0.77,0.89,0.89
8384.0,0.77,0.9,0.87
8385.0,0.77,0.89,0.89
8386.0,0.77,0.9,0.87
8387.0,0.77,0.89,0.89
8388.0,0.77,0.9,0.87
8389.0,0.77,0.89,0.9
8390.0,0.76,0.9,0.86
8391.0,0.76,0.89,0.89
8392.0,0.76,0.9,0.86
8393.0,0.76,0.89,0.9
8394.0,0.76,0.9,0.86
8395.0,0.76,0.89,0.9
8396.0,0.76,0.9,0.85
8397.0,0.76,0.89,0.88
8398.0,0.76,0.9,0.86
8399.0,0.76,0.89,0.89
8400.0,0.76,0.9,0.87
8401.0,0.76,0.89,0.88
8402.0,0.76,0.9,0.86
8403.0,0.76,0.89,0.89
8404.0,0.76,0.9,0.87
8405.0,0.76,0.89,0.88
8406.0,0.76,0.9,0.87
8407.0,0.76,0.89,0.89
8408.0,0.76,0.9,0.86
8409.0,0.76,0.89,0.89
8410.0,0.76,0.9,0.86
8411.0,0.76,0.89,0.89
8412.0,0.76,0.9,0.85
8413.0,0.76,0.89,0.89
8414.0,0.76,0.9,0.86
8415.0,0.76,0.89,0.89
8416.0,0.76,0.9,0.85
8417.0,0.76,0.89,0.88
8418.0,0.76,0.9,0.86
8419.0,0.76,0.89,0.89
8420.0,0.76,0.9,0.87
8421.0,0.76,0.89,0.88
8422.0,0.76,0.9,0.85
8423.0,0.76,0.89,0.88
8424.0,0.76,0.9,0.87
8425.0,0.76,0.89,0.89
8426.0,0.76,0.9,0.87
8427.0,0.76,0.89,0.89
8428.0,0.76,0.9,0.86
8429.0,0.76,0.89,0.9
8430.0,0.76,0.9,0.86
8431.0,0.76,0.89,0.88
8432.0,0.76,0.9,0.87
8433.0,0.76,0.89,0.9
8434.0,0.76,0.9,0.85
8435.0,0.76,0.89,0.89
8436.0,0.76,0.9,0.87
8437.0,0.76,0.89,0.88
8438.0,0.76,0.9,0.85
8439.0,0.76,0.89,0.89
8440.0,0.76,0.9,0.86
8441.0,0.76,0.89,0.88
8442.0,0.76,0.9,0.85
8443.0,0.76,0.89,0.9
8444.0,0.76,0.9,0.87
8445.0,0.76,0.89,0.89
8446.0,0.76,0.9,0.87
