step,R1.0,R0.9,R0.8,R0.7,R0.6,R0.5
7983.0,0.76,0.92,0.84,0.79,0.84,0.69
7984.0,0.76,0.95,0.87,0.81,0.83,0.69
7985.0,0.76,0.92,0.85,0.79,0.83,0.71
7986.0,0.76,0.95,0.87,0.81,0.83,0.73
7987.0,0.76,0.92,0.86,0.79,0.83,0.73
7988.0,0.76,0.95,0.86,0.81,0.83,0.71
7989.0,0.76,0.92,0.85,0.79,0.83,0.71
7990.0,0.76,0.95,0.86,0.81,0.82,0.7
7991.0,0.76,0.92,0.85,0.79,0.83,0.71
7992.0,0.75,0.95,0.85,0.81,0.83,0.72
7993.0,0.76,0.92,0.84,0.79,0.83,0.71
7994.0,0.76,0.95,0.87,0.81,0.83,0.72
7995.0,0.76,0.92,0.84,0.79,0.84,0.71
7996.0,0.76,0.95,0.87,0.81,0.82,0.69
7997.0,0.76,0.92,0.85,0.79,0.83,0.72
7998.0,0.75,0.95,0.87,0.81,0.83,0.71
7999.0,0.75,0.92,0.85,0.79,0.83,0.73
8000.0,0.75,0.95,0.87,0.81,0.82,0.7
8001.0,0.75,0.92,0.84,0.79,0.84,0.7
8002.0,0.75,0.95,0.87,0.81,0.82,0.72
8003.0,0.75,0.92,0.85,0.79,0.84,0.7
8004.0,0.75,0.95,0.85,0.81,0.82,0.7
8005.0,0.75,0.92,0.85,0.79,0.83,0.69
8006.0,0.75,0.95,0.86,0.81,0.83,0.72
8007.0,0.75,0.92,0.86,0.79,0.84,0.71
8008.0,0.75,0.95,0.85,0.81,0.82,0.73
8009.0,0.75,0.92,0.86,0.79,0.83,0.72
8010.0,0.75,0.95,0.86,0.81,0.82,0.7
8011.0,0.75,0.92,0.85,0.79,0.83,0.72
8012.0,0.75,0.95,0.86,0.81,0.83,0.72
8013.0,0.75,0.92,0.86,0.79,0.84,0.71
8014.0,0.75,0.95,0.86,0.81,0.82,0.7
8015.0,0.75,0.92,0.84,0.79,0.84,0.71
8016.0,0.75,0.95,0.86,0.81,0.82,0.7
8017.0,0.75,0.92,0.86,0.79,0.84,0.7
8018.0,0.75,0.95,0.86,0.81,0.83,0.71
8019.0,0.75,0.92,0.85,0.79,0.84,0.7
8020.0,0.75,0.95,0.85,0.81,0.83,0.7
8021.0,0.75,0.92,0.85,0.79,0.83,0.72
8022.0,0.75,0.95,0.85,0.81,0.82,0.72
8023.0,0.75,0.92,0.86,0.79,0.84,0.71
8024.0,0.75,0.95,0.86,0.81,0.82,0.7
8025.0,0.75,0.92,0.84,0.79,0.84,0.7
8026.0,0.75,0.95,0.86,0.81,0.82,0.71
8027.0,0.75,0.92,0.85,0.79,0.83,0.73
8028.0,0.75,0.95,0.87,0.81,0.82,0.73
8029.0,0.75,0.92,0.86,0.79,0.84,0.71
8030.0,0.75,0.95,0.85,0.81,0.82,0.73
8031.0,0.75,0.92,0.86,0.79,0.83,0.7
8032.0,0.75,0.95,0.86,0.81,0.83,0.74
8033.0,0.75,0.92,0.84,0.79,0.84,0.73
8034.0,0.75,0.95,0.86,0.81,0.83,0.69
8035.0,0.75,0.92,0.84,0.79,0.84,0.72
8036.0,0.75,0.95,0.86,0.81,0.83,0.72
8037.0,0.75,0.92,0.84,0.79,0.83,0.71
8038.0,0.75,0.95,0.86,0.81,0.82,0.69
8039.0,0.75,0.92,0.84,0.79,0.84,0.7
8040.0,0.75,0.95,0.87,0.81,0.82,0.7
8041.0,0.75,0.92,0.85,0.79,0.84,0.7
8042.0,0.75,0.95,0.85,0.81,0.82,0.71
8043.0,0.75,0.92,0.86,0.79,0.83,0.72
8044.0,0.75,0.95,0.85,0.81,0.83,0.72
8045.0,0.75,0.92,0.85,0.79,0.83,0.7
8046.0,0.75,0.95,0.86,0.81,0.83,0.71
8047.0,0.75,0.92,0.86,0.79,0.83,0.7
8048.0,0.75,0.95,0.87,0.81,0.82,0.7
8049.0,0.75,0.92,0.85,0.79,0.84,0.7
8050.0,0.75,0.95,0.86,0.81,0.82,0.69
8051.0,0.75,0.92,0.84,0.79,0.83,0.7
8052.0,0.75,0.95,0.85,0.81,0.83,0.7
8053.0,0.75,0.92,0.85,0.79,0.84,0.7
8054.0,0.75,0.95,0.86,0.81,0.82,0.71
8055.0,0.75,0.92,0.85,0.79,0.84,0.71
8056.0,0.75,0.95,0.86,0.81,0.83,0.7
8057.0,0.75,0.92,0.85,0.79,0.84,0.72
8058.0,0.75,0.95,0.85,0.81,0.82,0.7
8059.0,0.75,0.92,0.85,0.79,0.84,0.73
8060.0,0.75,0.95,0.87,0.81,0.82,0.69
8061.0,0.75,0.92,0.84,0.79,0.84,0.7
8062.0,0.75,0.95,0.87,0.81,0.83,0.71
8063.0,0.75,0.92,0.85,0.79,0.84,0.72
8064.0,0.75,0.95,0.87,0.81,0.82,0.69
8065.0,0.75,0.92,0.85,0.79,0.83,0.7
8066.0,0.75,0.95,0.86,0.81,0.83,0.7
8067.0,0.75,0.92,0.85,0.79,0.83,0.71
8068.0,0.75,0.95,0.87,0.81,0.83,0.71
8069.0,0.75,0.92,0.86,0.79,0.84,0.71
8070.0,0.75,0.95,0.85,0.81,0.83,0.72
8071.0,0.75,0.92,0.84,0.79,0.83,0.71
8072.0,0.75,0.95,0.85,0.81,0.83,0.71
8073.0,0.75,0.92,0.86,0.79,0.84,0.71
8074.0,0.75,0.95,0.86,0.81,0.82,0.72
8075.0,0.75,0.92,0.84,0.79,0.83,0.68
8076.0,0.75,0.95,0.87,0.81,0.82,0.71
8077.0,0.75,0.92,0.86,0.79,0.83,0.71
8078.0,0.75,0.95,0.87,0.81,0.82,0.71
8079.0,0.75,0.92,0.85,0.79,0.84,0.72
8080.0,0.75,0.95,0.86,0.81,0.82,0.7
8081.0,0.75,0.92,0.86,0.79,0.84,0.72
8082.0,0.75,0.95,0.86,0.81,0.82,0.71
8083.0,0.75,0.92,0.84,0.79,0.84,0.71
8084.0,0.75,0.95,0.87,0.81,0.82,0.72
8085.0,0.75,0.92,0.85,0.79,0.83,0.7
8086.0,0.75,0.95,0.87,0.81,0.83,0.71
8087.0,0.75,0.92,0.85,0.79,0.84,0.72
8088.0,0.75,0.95,0.85,0.81,0.83,0.71
8089.0,0.75,0.92,0.84,0.79,0.83,0.7
8090.0,0.75,0.95,0.87,0.81,0.82,0.72
8091.0,0.75,0.92,0.84,0.79,0.84,0.72
8092.0,0.75,0.95,0.85,0.81,0.82,0.7
8093.0,0.75,0.92,0.84,0.79,0.84,0.72
8094.0,0.75,0.95,0.85,0.81,0.83,0.72
8095.0,0.75,0.92,0.85,0.79,0.83,0.7
8096.0,0.75,0.95,0.86,0.81,0.83,0.7
8097.0,0.75,0.92,0.84,0.79,0.84,0.71
8098.0,0.75,0.95,0.85,0.81,0.83,0.7
8099.0,0.75,0.92,0.85,0.79,0.83,0.74
8100.0,0.75,0.95,0.86,0.81,0.83,0.72
8101.0,0.75,0.92,0.85,0.79,0.84,0.71
8102.0,0.75,0.95,0.86,0.81,0.82,0.72
8103.0,0.75,0.92,0.85,0.79,0.84,0.73
8104.0,0.75,0.95,0.86,0.81,0.82,0.71
8105.0,0.75,0.92,0.85,0.79,0.83,0.71
8106.0,0.75,0.95,0.86,0.81,0.83,0.72
8107.0,0.75,0.92,0.86,0.79,0.83,0.7
8108.0,0.75,0.95,0.85,0.81,0.83,0.69
8109.0,0.75,0.92,0.84,0.79,0.83,0.72
8110.0,0.75,0.95,0.87,0.81,0.82,0.71
8111.0,0.75,0.92,0.85,0.79,0.84,0.7
8112.0,0.75,0.95,0.87,0.81,0.82,0.7
8113.0,0.75,0.92,0.85,0.79,0.84,0.7
8114.0,0.75,0.95,0.86,0.81,0.82,0.72
8115.0,0.75,0.92,0.86,0.79,0.84,0.72
8116.0,0.75,0.95,0.85,0.81,0.82,0.69
8117.0,0.75,0.92,0.86,0.79,0.83,0.72
8118.0,0.75,0.95,0.86,0.81,0.83,0.7
8119.0,0.75,0.92,0.85,0.79,0.84,0.71
8120.0,0.75,0.95,0.87,0.81,0.83,0.71
8121.0,0.75,0.92,0.84,0.79,0.84,0.7
8122.0,0.75,0.95,0.87,0.81,0.83,0.69
8123.0,0.76,0.92,0.84,0.79,0.84,0.72
8124.0,0.76,0.95,0.87,0.81,0.82,0.71
8125.0,0.76,0.92,0.86,0.79,0.84,0.7
8126.0,0.76,0.95,0.85,0.81,0.83,0.7
8127.0,0.76,0.92,0.85,0.79,0.83,0.73
8128.0,0.76,0.95,0.86,0.81,0.82,0.72
8129.0,0.76,0.92,0.84,0.79,0.83,0.72
8130.0,0.76,0.95,0.87,0.81,0.82,0.71
8131.0,0.76,0.92,0.85,0.79,0.84,0.72
8132.0,0.76,0.95,0.87,0.81,0.82,0.71
8133.0,0.76,0.92,0.84,0.79,0.83,0.71
8134.0,0.76,0.95,0.86,0.81,0.83,0.72
8135.0,0.76,0.92,0.86,0.79,0.83,0.69
8136.0,0.76,0.95,0.86,0.81,0.83,0.7
8137.0,0.76,0.92,0.84,0.79,0.84,0.7
8138.0,0.76,0.95,0.86,0.81,0.82,0.72
8139.0,0.76,0.92,0.85,0.79,0.84,0.73
8140.0,0.76,0.95,0.87,0.81,0.82,0.71
8141.0,0.76,0.92,0.84,0.79,0.84,0.71
8142.0,0.76,0.95,0.87,0.81,0.82,0.7
8143.0,0.76,0.92,0.85,0.79,0.83,0.72
8144.0,0.76,0.95,0.87,0.81,0.83,0.72
8145.0,0.76,0.92,0.85,0.79,0.83,0.72
8146.0,0.76,0.95,0.86,0.81,0.82,0.7
8147.0,0.76,0.92,0.85,0.79,0.84,0.71
8148.0,0.76,0.95,0.87,0.81,0.82,0.71
8149.0,0.76,0.92,0.84,0.79,0.83,0.72
8150.0,0.75,0.95,0.87,0.81,0.82,0.71
8151.0,0.76,0.92,0.86,0.79,0.83,0.7
8152.0,0.76,0.95,0.85,0.81,0.83,0.7
8153.0,0.76,0.92,0.84,0.79,0.83,0.7
8154.0,0.76,0.95,0.86,0.81,0.82,0.71
8155.0,0.76,0.92,0.84,0.79,0.84,0.7
8156.0,0.76,0.95,0.86,0.81,0.82,0.72
8157.0,0.76,0.92,0.86,0.79,0.83,0.72
8158.0,0.76,0.95,0.87,0.81,0.82,0.7
8159.0,0.76,0.92,0.86,0.79,0.83,0.73
8160.0,0.76,0.95,0.85,0.81,0.83,0.73
8161.0,0.76,0.92,0.85,0.79,0.84,0.71
8162.0,0.76,0.95,0.86,0.81,0.82,0.69
8163.0,0.75,0.92,0.86,0.79,0.83,0.7
8164.0,0.75,0.95,0.86,0.81,0.83,0.72
8165.0,0.75,0.92,0.85,0.79,0.83,0.7
8166.0,0.75,0.95,0.86,0.81,0.83,0.72
8167.0,0.75,0.92,0.85,0.79,0.83,0.68
8168.0,0.75,0.95,0.86,0.81,0.82,0.72
8169.0,0.75,0.92,0.86,0.79,0.83,0.7
8170.0,0.75,0.95,0.85,0.81,0.83,0.72
8171.0,0.75,0.92,0.85,0.79,0.84,0.72
8172.0,0.75,0.95,0.86,0.81,0.82,0.69
8173.0,0.75,0.92,0.85,0.79,0.83,0.7
8174.0,0.75,0.95,0.86,0.81,0.82,0.72
8175.0,0.75,0.92,0.85,0.79,0.84,0.7
8176.0,0.75,0.95,0.86,0.81,0.82,0.71
8177.0,0.76,0.92,0.85,0.79,0.84,0.71
8178.0,0.76,0.95,0.86,0.81,0.82,0.7
8179.0,0.76,0.92,0.84,0.79,0.83,0.7
8180.0,0.76,0.95,0.87,0.81,0.82,0.72
8181.0,0.76,0.92,0.86,0.79,0.83,0.73
8182.0,0.76,0.95,0.85,0.81,0.83,0.69
8183.0,0.76,0.92,0.84,0.79,0.84,0.72
8184.0,0.76,0.95,0.87,0.81,0.82,0.71
8185.0,0.76,0.92,0.84,0.79,0.84,0.71
8186.0,0.76,0.95,0.87,0.81,0.82,0.68
8187.0,0.76,0.92,0.85,0.79,0.84,0.73
8188.0,0.76,0.95,0.86,0.81,0.82,0.7
8189.0,0.76,0.92,0.86,0.79,0.84,0.71
8190.0,0.76,0.95,0.85,0.81,0.82,0.7
8191.0,0.76,0.92,0.84,0.79,0.84,0.71
8192.0,0.76,0.95,0.85,0.81,0.82,0.72
8193.0,0.76,0.92,0.85,0.79,0.84,0.72
8194.0,0.76,0.95,0.85,0.81,0.83,0.73
8195.0,0.76,0.92,0.85,0.79,0.83,0.68
8196.0,0.76,0.95,0.85,0.81,0.83,0.73
8197.0,0.76,0.92,0.84,0.79,0.83,0.69
8198.0,0.76,0.95,0.85,0.81,0.83,0.69
8199.0,0.76,0.92,0.84,0.79,0.83,0.71
8200.0,0.76,0.95,0.87,0.81,0.82,0.69
8201.0,0.76,0.92,0.86,0.79,0.84,0.7
8202.0,0.76,0.95,0.86,0.81,0.83,0.72
8203.0,0.76,0.92,0.85,0.79,0.83,0.7
8204.0,0.76,0.95,0.86,0.81,0.82,0.72
8205.0,0.76,0.92,0.86,0.79,0.84,0.7
8206.0,0.76,0.95,0.85,0.81,0.83,0.72
8207.0,0.76,0.92,0.86,0.79,0.84,0.73
8208.0,0.76,0.95,0.87,0.81,0.82,0.7
8209.0,0.76,0.92,0.85,0.79,0.84,0.73
8210.0,0.76,0.95,0.85,0.81,0.83,0.72
8211.0,0.76,0.92,0.85,0.79,0.84,0.71
8212.0,0.76,0.95,0.86,0.81,0.83,0.73
8213.0,0.76,0.92,0.84,0.79,0.83,0.72
8214.0,0.76,0.95,0.87,0.81,0.83,0.7
8215.0,0.76,0.92,0.85,0.79,0.83,0.72
8216.0,0.76,0.95,0.87,0.81,0.83,0.72
8217.0,0.76,0.92,0.85,0.79,0.84,0.7
8218.0,0.76,0.95,0.87,0.81,0.83,0.7
8219.0,0.76,0.92,0.86,0.79,0.83,0.72
8220.0,0.76,0.95,0.86,0.81,0.82,0.72
8221.0,0.76,0.92,0.85,0.79,0.84,0.73
8222.0,0.76,0.95,0.86,0.81,0.82,0.7
8223.0,0.76,0.92,0.85,0.79,0.83,0.73
8224.0,0.76,0.95,0.86,0.81,0.83,0.73
8225.0,0.76,0.92,0.84,0.79,0.83,0.69
8226.0,0.76,0.95,0.87,0.81,0.82,0.71
8227.0,0.76,0.92,0.85,0.79,0.84,0.71
8228.0,0.76,0.95,0.86,0.81,0.83,0.71
8229.0,0.76,0.92,0.85,0.79,0.84,0.72
8230.0,0.76,0.95,0.86,0.81,0.82,0.69
8231.0,0.76,0.92,0.86,0.79,0.83,0.7
8232.0,0.76,0.95,0.87,0.81,0.82,0.74
8233.0,0.76,0.92,0.84,0.79,0.84,0.72
8234.0,0.76,0.95,0.86,0.81,0.82,0.71
8235.0,0.76,0.92,0.84,0.79,0.84,0.69
8236.0,0.76,0.95,0.87,0.81,0.82,0.71
8237.0,0.76,0.92,0.85,0.79,0.84,0.72
8238.0,0.76,0.95,0.85,0.81,0.82,0.7
8239.0,0.76,0.92,0.84,0.79,0.84,0.72
8240.0,0.76,0.95,0.87,0.81,0.83,0.73
8241.0,0.76,0.92,0.85,0.79,0.83,0.69
8242.0,0.76,0.95,0.86,0.81,0.83,0.72
8243.0,0.76,0.92,0.84,0.79,0.84,0.7
8244.0,0.76,0.95,0.86,0.81,0.82,0.7
8245.0,0.76,0.92,0.86,0.79,0.83,0.71
8246.0,0.76,0.95,0.86,0.81,0.83,0.72
8247.0,0.76,0.92,0.85,0.79,0.83,0.7
8248.0,0.76,0.95,0.86,0.81,0.83,0.7
8249.0,0.76,0.92,0.84,0.79,0.84,0.72
8250.0,0.76,0.95,0.87,0.81,0.82,0.72
8251.0,0.76,0.92,0.85,0.79,0.84,0.7
8252.0,0.76,0.95,0.86,0.81,0.82,0.71
8253.0,0.76,0.92,0.86,0.79,0.83,0.69
8254.0,0.76,0.95,0.85,0.81,0.83,0.74
8255.0,0.76,0.92,0.85,0.79,0.84,0.7
8256.0,0.76,0.95,0.86,0.81,0.83,0.73
8257.0,0.76,0.92,0.85,0.79,0.84,0.71
8258.0,0.76,0.95,0.86,0.81,0.82,0.71
8259.0,0.76,0.92,0.84,0.79,0.83,0.72
8260.0,0.76,0.95,0.87,0.81,0.83,0.72
8261.0,0.76,0.92,0.85,0.79,0.84,0.69
8262.0,0.76,0.95,0.86,0.81,0.82,0.7
8263.0,0.76,0.92,0.84,0.79,0.83,0.71
8264.0,0.76,0.95,0.87,0.81,0.83,0.73
8265.0,0.76,0.92,0.84,0.79,0.83,0.7
8266.0,0.76,0.95,0.86,0.81,0.82,0.72
8267.0,0.76,0.92,0.85,0.79,0.84,0.72
8268.0,0.76,0.95,0.85,0.81,0.82,0.72
8269.0,0.76,0.92,0.85,0.79,0.84,0.72
8270.0,0.76,0.95,0.86,0.81,0.82,0.71
8271.0,0.76,0.92,0.86,0.79,0.84,0.71
8272.0,0.76,0.95,0.85,0.81,0.82,0.72
8273.0,0.76,0.92,0.84,0.79,0.84,0.72
8274.0,0.76,0.95,0.85,0.81,0.82,0.73
8275.0,0.76,0.92,0.85,0.79,0.84,0.7
8276.0,0.76,0.95,0.86,0.81,0.83,0.71
8277.0,0.76,0.92,0.85,0.79,0.83,0.7
8278.0,0.76,0.95,0.86,0.81,0.82,0.72
8279.0,0.76,0.92,0.85,0.79,0.83,0.73
8280.0,0.76,0.95,0.86,0.81,0.83,0.71
8281.0,0.76,0.92,0.85,0.79,0.83,0.72
8282.0,0.76,0.95,0.86,0.81,0.82,0.69
8283.0,0.76,0.92,0.85,0.79,0.83,0.71
8284.0,0.76,0.95,0.86,0.81,0.82,0.7
8285.0,0.76,0.92,0.85,0.79,0.83,0.7
8286.0,0.76,0.95,0.86,0.81,0.83,0.71
8287.0,0.76,0.92,0.84,0.79,0.83,0.71
8288.0,0.76,0.95,0.86,0.81,0.83,0.7
8289.0,0.76,0.92,0.86,0.79,0.84,0.72
8290.0,0.76,0.95,0.85,0.81,0.82,0.71
8291.0,0.76,0.92,0.85,0.79,0.83,0.7
8292.0,0.76,0.95,0.87,0.81,0.83,0.71
8293.0,0.76,0.92,0.84,0.79,0.84,0.7
8294.0,0.76,0.95,0.87,0.81,0.82,0.72
8295.0,0.76,0.92,0.85,0.79,0.84,0.7
8296.0,0.76,0.95,0.87,0.81,0.82,0.71
8297.0,0.76,0.92,0.84,0.79,0.83,0.7
8298.0,0.76,0.95,0.86,0.81,0.83,0.72
8299.0,0.76,0.92,0.85,0.79,0.84,0.71
8300.0,0.76,0.95,0.85,0.81,0.83,0.71
8301.0,0.76,0.92,0.85,0.79,0.83,0.71
8302.0,0.76,0.95,0.85,0.81,0.83,0.71
8303.0,0.76,0.92,0.84,0.79,0.83,0.7
8304.0,0.76,0.95,0.85,0.81,0.83,0.72
8305.0,0.76,0.92,0.85,0.79,0.83,0.71
8306.0,0.76,0.95,0.87,0.81,0.83,0.72
8307.0,0.76,0.92,0.86,0.79,0.84,0.71
8308.0,0.76,0.95,0.86,0.81,0.83,0.71
8309.0,0.76,0.92,0.86,0.79,0.84,0.72
8310.0,0.76,0.95,0.86,0.81,0.82,0.72
8311.0,0.76,0.92,0.85,0.79,0.83,0.71
8312.0,0.76,0.95,0.86,0.81,0.82,0.73
8313.0,0.76,0.92,0.86,0.79,0.83,0.69
8314.0,0.76,0.95,0.86,0.81,0.83,0.68
8315.0,0.76,0.92,0.85,0.79,0.83,0.73
8316.0,0.76,0.95,0.87,0.81,0.83,0.7
8317.0,0.76,0.92,0.85,0.79,0.83,0.7
8318.0,0.76,0.95,0.86,0.81,0.83,0.7
8319.0,0.76,0.92,0.85,0.79,0.83,0.7
8320.0,0.76,0.95,0.86,0.81,0.82,0.69
8321.0,0.76,0.92,0.85,0.79,0.84,0.71
8322.0,0.76,0.95,0.85,0.81,0.82,0.7
8323.0,0.76,0.92,0.84,0.79,0.83,0.71
8324.0,0.76,0.95,0.86,0.81,0.82,0.7
8325.0,0.76,0.92,0.86,0.79,0.83,0.74
8326.0,0.76,0.95,0.87,0.81,0.83,0.69
8327.0,0.76,0.92,0.86,0.79,0.83,0.74
8328.0,0.76,0.95,0.85,0.81,0.82,0.71
8329.0,0.76,0.92,0.85,0.79,0.83,0.73
8330.0,0.76,0.95,0.86,0.81,0.83,0.71
8331.0,0.76,0.92,0.85,0.79,0.84,0.71
8332.0,0.76,0.95,0.85,0.81,0.83,0.73
8333.0,0.76,0.92,0.84,0.79,0.83,0.7
8334.0,0.76,0.95,0.86,0.81,0.82,0.7
8335.0,0.76,0.92,0.85,0.79,0.83,0.7
8336.0,0.76,0.95,0.85,0.81,0.82,0.72
8337.0,0.76,0.92,0.85,0.79,0.83,0.72
8338.0,0.76,0.95,0.86,0.81,0.83,0.71
8339.0,0.76,0.92,0.85,0.79,0.84,0.71
8340.0,0.76,0.95,0.86,0.81,0.82,0.71
8341.0,0.76,0.92,0.85,0.79,0.84,0.72
8342.0,0.76,0.95,0.86,0.81,0.82,0.71
8343.0,0.76,0.92,0.86,0.79,0.84,0.69
8344.0,0.76,0.95,0.85,0.81,0.82,0.71
8345.0,0.76,0.92,0.85,0.79,0.83,0.72
8346.0,0.76,0.95,0.85,0.81,0.83,0.72
8347.0,0.76,0.92,0.86,0.79,0.83,0.74
8348.0,0.76,0.95,0.85,0.81,0.83,0.71
8349.0,0.76,0.92,0.85,0.79,0.84,0.72
8350.0,0.76,0.95,0.86,0.81,0.83,0.7
8351.0,0.76,0.92,0.84,0.79,0.84,0.71
8352.0,0.76,0.95,0.86,0.81,0.82,0.72
8353.0,0.76,0.92,0.84,0.79,0.84,0.69
8354.0,0.76,0.95,0.86,0.81,0.82,0.7
8355.0,0.76,0.92,0.85,0.79,0.84,0.73
8356.0,0.76,0.95,0.86,0.81,0.82,0.7
8357.0,0.76,0.92,0.86,0.79,0.83,0.71
8358.0,0.76,0.95,0.87,0.81,0.83,0.69
8359.0,0.76,0.92,0.84,0.79,0.83,0.69
8360.0,0.76,0.95,0.87,0.81,0.82,0.7
8361.0,0.76,0.92,0.85,0.79,0.84,0.69
8362.0,0.76,0.95,0.86,0.81,0.82,0.7
8363.0,0.76,0.92,0.85,0.79,0.84,0.71
8364.0,0.76,0.95,0.86,0.81,0.82,0.71
8365.0,0.76,0.92,0.86,0.79,0.83,0.73
8366.0,0.76,0.95,0.85,0.81,0.82,0.73
8367.0,0.76,0.92,0.85,0.79,0.83,0.7
8368.0,0.76,0.95,0.86,0.81,0.83,0.7
8369.0,0.76,0.92,0.84,0.79,0.84,0.71
8370.0,0.76,0.95,0.87,0.81,0.82,0.71
8371.0,0.76,0.92,0.85,0.79,0.83,0.72
8372.0,0.76,0.95,0.85,0.81,0.82,0.72
8373.0,0.76,0.92,0.85,0.79,0.83,0.7
8374.0,0.76,0.95,0.86,0.81,0.83,0.71
8375.0,0.76,0.92,0.86,0.79,0.84,0.68
8376.0,0.75,0.95,0.85,0.81,0.82,0.7
8377.0,0.75,0.92,0.85,0.79,0.83,0.7
8378.0,0.75,0.95,0.86,0.81,0.82,0.69
8379.0,0.75,0.92,0.86,0.79,0.84,0.72
8380.0,0.75,0.95,0.85,0.81,0.82,0.71
8381.0,0.75,0.92,0.84,0.79,0.84,0.7
8382.0,0.75,0.95,0.87,0.81,0.82,0.69
8383.0,0.75,0.92,0.84,0.79,0.84,0.7
8384.0,0.75,0.95,0.85,0.81,0.82,0.71
8385.0,0.75,0.92,0.84,0.79,0.83,0.7
8386.0,0.75,0.95,0.87,0.81,0.82,0.71
8387.0,0.75,0.92,0.86,0.79,0.83,0.72
8388.0,0.75,0.95,0.86,0.81,0.83,0.72
8389.0,0.75,0.92,0.85,0.79,0.83,0.71
8390.0,0.75,0.95,0.86,0.81,0.82,0.7
8391.0,0.75,0.92,0.84,0.79,0.83,0.72
8392.0,0.75,0.95,0.87,0.81,0.83,0.71
8393.0,0.75,0.92,0.85,0.79,0.84,0.7
8394.0,0.75,0.95,0.86,0.81,0.83,0.72
8395.0,0.75,0.92,0.84,0.79,0.84,0.7
8396.0,0.75,0.95,0.87,0.81,0.83,0.7
8397.0,0.75,0.92,0.86,0.79,0.83,0.72
8398.0,0.75,0.95,0.86,0.81,0.83,0.71
8399.0,0.75,0.92,0.85,0.79,0.83,0.71
8400.0,0.75,0.95,0.87,0.81,0.83,0.71
8401.0,0.75,0.92,0.85,0.79,0.83,0.73
8402.0,0.75,0.95,0.86,0.81,0.82,0.72
8403.0,0.75,0.92,0.85,0.79,0.83,0.73
8404.0,0.75,0.95,0.85,0.81,0.83,0.7
8405.0,0.75,0.92,0.84,0.79,0.84,0.7
8406.0,0.75,0.95,0.86,0.81,0.82,0.7
8407.0,0.75,0.92,0.85,0.79,0.84,0.7
8408.0,0.75,0.95,0.86,0.81,0.82,0.72
8409.0,0.75,0.92,0.85,0.79,0.83,0.71
8410.0,0.75,0.95,0.86,0.81,0.83,0.72
8411.0,0.75,0.92,0.85,0.79,0.84,0.72
8412.0,0.75,0.95,0.86,0.81,0.83,0.7
8413.0,0.75,0.92,0.86,0.79,0.84,0.73
8414.0,0.75,0.95,0.85,0.81,0.82,0.7
8415.0,0.75,0.92,0.86,0.79,0.84,0.71
8416.0,0.75,0.95,0.85,0.81,0.82,0.71
8417.0,0.75,0.92,0.85,0.79,0.83,0.72
8418.0,0.75,0.95,0.86,0.81,0.82,0.74
8419.0,0.75,0.92,0.86,0.79,0.84,0.7
8420.0,0.75,0.95,0.87,0.81,0.82,0.71
8421.0,0.75,0.92,0.85,0.79,0.84,0.69
8422.0,0.75,0.95,0.86,0.81,0.82,0.7
8423.0,0.75,0.92,0.85,0.79,0.84,0.73
8424.0,0.75,0.95,0.86,0.81,0.82,0.7
8425.0,0.75,0.92,0.85,0.79,0.83,0.71
8426.0,0.75,0.95,0.86,0.81,0.82,0.72
8427.0,0.75,0.92,0.85,0.79,0.83,0.71
8428.0,0.75,0.95,0.87,0.81,0.82,0.71
8429.0,0.75,0.92,0.86,0.79,0.84,0.72
8430.0,0.75,0.95,0.86,0.81,0.83,0.71
8431.0,0.75,0.92,0.85,0.79,0.84,0.73
8432.0,0.75,0.95,0.85,0.81,0.83,0.71
8433.0,0.75,0.92,0.86,0.79,0.84,0.71
8434.0,0.75,0.95,0.85,0.81,0.82,0.72
8435.0,0.75,0.92,0.86,0.79,0.83,0.71
8436.0,0.75,0.95,0.86,0.81,0.83,0.71
8437.0,0.75,0.92,0.85,0.79,0.84,0.7
8438.0,0.75,0.95,0.85,0.81,0.82,0.72
8439.0,0.75,0.92,0.85,0.79,0.83,0.69
8440.0,0.75,0.95,0.85,0.81,0.83,0.7
8441.0,0.75,0.92,0.86,0.79,0.84,0.73
8442.0,0.75,0.95,0.85,0.81,0.83,0.72
8443.0,0.75,0.92,0.84,0.79,0.83,0.72
8444.0,0.75,0.95,0.87,0.81,0.83,0.73
8445.0,0.75,0.92,0.84,0.79,0.84,0.71
8446.0,0.75,0.95,0.87,0.81,0.83,0.71
8447.0,0.75,0.92,0.86,0.79,0.83,0.69
8448.0,0.75,0.95,0.85,0.81,0.83,0.72
8449.0,0.75,0.92,0.85,0.79,0.83,0.71
8450.0,0.75,0.95,0.86,0.81,0.83,0.72
8451.0,0.75,0.92,0.85,0.79,0.84,0.73
8452.0,0.75,0.95,0.86,0.81,0.82,0.7
8453.0,0.75,0.92,0.85,0.79,0.83,0.69
8454.0,0.75,0.95,0.87,0.81,0.83,0.69
8455.0,0.75,0.92,0.85,0.79,0.84,0.7
8456.0,0.75,0.95,0.87,0.81,0.82,0.72
8457.0,0.75,0.92,0.84,0.79,0.84,0.7
8458.0,0.75,0.95,0.86,0.81,0.82,0.73
8459.0,0.75,0.92,0.86,0.79,0.84,0.71
8460.0,0.75,0.95,0.86,0.81,0.82,0.72
8461.0,0.75,0.92,0.84,0.79,0.84,0.71
8462.0,0.75,0.95,0.87,0.81,0.82,0.7
8463.0,0.75,0.92,0.84,0.79,0.84,0.71
